,chr,indexStart,indexEnd,L,p.value
29048,chr5,126484,126484,1,0.282381442
32034,chr7,193631,193631,1,0.282400546
8910,chr3,89139,89139,1,0.282422344
11022,chr6,147800,147800,1,0.282422589
8011,chr20,432990,432990,1,0.282426753
27072,chr3,89805,89805,1,0.282456634
13143,chr8,223295,223295,1,0.282459328
32817,chr8,211374,211374,1,0.282614611
5352,chr17,380911,380911,1,0.282633225
16442,chr10,243888,243888,1,0.28263347
14738,chr1,15611,15611,1,0.282639349
7965,chr20,431618,431618,1,0.282639838
20838,chr14,337843,337843,1,0.282663596
8829,chr3,87188,87188,1,0.28268564
12397,chr7,199332,199332,1,0.282699845
10795,chr5,140426,140426,1,0.282708908
28184,chr4,111800,111800,1,0.282722134
14739,chr1,15652,15652,1,0.282761811
30784,chr6,165563,165563,1,0.282810552
29569,chr5,136464,136464,1,0.28283186
30794,chr6,165658,165658,1,0.282838718
7792,chr2,72350,72350,1,0.282846311
21123,chr15,344192,344192,1,0.282860272
2092,chr11,263524,263524,1,0.282884029
30302,chr6,153417,153417,1,0.282902154
17568,chr11,266741,266741,1,0.282920278
19909,chr13,317596,317596,1,0.282920523
21666,chr16,358157,358157,1,0.282976366
20227,chr13,323447,323447,1,0.282990327
28748,chr4,121335,121335,1,0.283038333
27578,chr3,98359,98359,1,0.283042496
28931,chr5,125081,125081,1,0.283050824
22412,chr17,380128,380128,1,0.283055967
2113,chr11,264332,264332,1,0.28306307
28110,chr4,110948,110948,1,0.283088542
4470,chr15,347169,347169,1,0.283124791
22893,chr17,393849,393849,1,0.283148304
18355,chr11,283458,283458,1,0.283200963
18180,chr11,280938,280938,1,0.283250193
34024,chrX,453540,453540,1,0.283255092
14242,chr1,4305,4305,1,0.283363594
3253,chr12,305950,305950,1,0.283383923
8251,chr20,440496,440496,1,0.283383923
20676,chr14,334184,334184,1,0.283406211
33309,chr8,221021,221021,1,0.283408415
31015,chr6,170163,170163,1,0.28341062
10206,chr5,127929,127929,1,0.283425805
19430,chr12,304994,304994,1,0.283432418
24449,chr2,55661,55661,1,0.283474055
3860,chr14,326496,326496,1,0.28349218
30774,chr6,165218,165218,1,0.283512509
11583,chr6,170715,170715,1,0.283560269
27941,chr4,107964,107964,1,0.283577414
34141,chrX,457663,457663,1,0.28360558
17877,chr11,272653,272653,1,0.283620521
5334,chr17,380025,380025,1,0.283639625
19182,chr12,300158,300158,1,0.283680283
32760,chr8,209988,209988,1,0.283685671
22358,chr17,379014,379014,1,0.283818911
32317,chr7,200424,200424,1,0.283824789
32307,chr7,200332,200332,1,0.283914432
21425,chr15,350961,350961,1,0.283916391
21178,chr15,344947,344947,1,0.283917371
22879,chr17,393593,393593,1,0.283923004
22885,chr17,393733,393733,1,0.283948966
5346,chr17,380420,380420,1,0.284014606
18948,chr12,293583,293583,1,0.284050366
7535,chr2,65807,65807,1,0.284082941
15888,chr1,39828,39828,1,0.284108658
15897,chr1,39882,39882,1,0.28411919
28674,chr4,120068,120068,1,0.284138294
1979,chr10,258840,258840,1,0.284238713
33745,chr9,231377,231377,1,0.28430068
4133,chr14,334380,334380,1,0.284324682
23049,chr17,398233,398233,1,0.284338643
23803,chr19,427543,427543,1,0.284343542
31382,chr6,177732,177732,1,0.284443226
18744,chr12,290069,290069,1,0.284470903
21134,chr15,344411,344411,1,0.284520133
30682,chr6,163133,163133,1,0.284541686
19925,chr13,317701,317701,1,0.284573037
31097,chr6,172140,172140,1,0.284576221
3867,chr14,326542,326542,1,0.284591406
24001,chr2,46882,46882,1,0.284604387
29029,chr5,126196,126196,1,0.284622267
13483,chr9,233513,233513,1,0.284688642
19655,chr12,311280,311280,1,0.284697459
5491,chr17,385477,385477,1,0.284711665
13088,chr8,221576,221576,1,0.284758691
7981,chr20,432046,432046,1,0.284782693
16232,chr10,239713,239713,1,0.284813554
12617,chr7,207184,207184,1,0.284816003
32013,chr7,193010,193010,1,0.284820412
12653,chr8,209910,209910,1,0.2848427
31452,chr6,178952,178952,1,0.284944589
29347,chr5,132683,132683,1,0.284954386
617,chr1,21627,21627,1,0.28499186
17137,chr10,257285,257285,1,0.285003616
14986,chr1,21287,21287,1,0.285012434
32387,chr7,202070,202070,1,0.2850575
17633,chr11,267981,267981,1,0.285147633
14550,chr1,10343,10343,1,0.285160369
33865,chr9,233895,233895,1,0.285240949
3155,chr12,302057,302057,1,0.285264952
6759,chr19,428249,428249,1,0.285282342
18845,chr12,291977,291977,1,0.285285036
16750,chr10,248715,248715,1,0.285345043
7577,chr2,66817,66817,1,0.285347737
22706,chr17,388789,388789,1,0.285371495
22117,chr16,370565,370565,1,0.285377373
3390,chr12,311444,311444,1,0.285391334
11781,chr6,177782,177782,1,0.285397212
26376,chr22,452492,452492,1,0.285425378
5729,chr17,393543,393543,1,0.28543493
27281,chr3,93760,93760,1,0.285476323
18030,chr11,277385,277385,1,0.285562537
28065,chr4,109936,109936,1,0.285587274
18170,chr11,280903,280903,1,0.285705328
19974,chr13,318385,318385,1,0.285713901
33338,chr8,221850,221850,1,0.285792522
24711,chr2,61503,61503,1,0.285806728
14647,chr1,13314,13314,1,0.285815055
15961,chr1,40979,40979,1,0.285820688
28955,chr5,125424,125424,1,0.285854243
20916,chr15,339815,339815,1,0.28586649
17152,chr10,257422,257422,1,0.285933844
20573,chr14,331856,331856,1,0.285938498
25178,chr2,70209,70209,1,0.285978421
9911,chr4,119067,119067,1,0.286081044
32149,chr7,195711,195711,1,0.286105782
4993,chr16,365929,365929,1,0.286110191
24822,chr2,63254,63254,1,0.286134928
12010,chr7,186621,186621,1,0.28616187
31789,chr7,188904,188904,1,0.286248574
14849,chr1,19101,19101,1,0.286274291
23264,chr18,405120,405120,1,0.286278455
13508,chr9,234448,234448,1,0.286278699
18945,chr12,293540,293540,1,0.286285068
22835,chr17,392664,392664,1,0.286286047
18869,chr12,292411,292411,1,0.286321317
21483,chr15,351930,351930,1,0.286377894
28318,chr4,113928,113928,1,0.286403612
8432,chr22,446882,446882,1,0.286430553
2088,chr11,263504,263504,1,0.286451127
31332,chr6,176761,176761,1,0.286488846
28375,chr4,115027,115027,1,0.286520441
12620,chr7,207711,207711,1,0.286521176
9405,chr4,105882,105882,1,0.286577509
29194,chr5,129285,129285,1,0.286589265
11317,chr6,163950,163950,1,0.286598083
16599,chr10,245961,245961,1,0.286626739
26211,chr22,447443,447443,1,0.286653436
6740,chr19,427837,427837,1,0.286669601
9860,chr4,118228,118228,1,0.286681602
13700,chrX,455848,455848,1,0.286702666
33730,chr9,231118,231118,1,0.286829048
20260,chr14,324388,324388,1,0.286830762
6936,chr2,46888,46888,1,0.286909873
31508,chr7,180107,180107,1,0.286949061
20927,chr15,340097,340097,1,0.286979677
4716,chr16,355788,355788,1,0.286980412
17931,chr11,273944,273944,1,0.286980412
17509,chr11,265794,265794,1,0.286998781
13401,chr9,231569,231569,1,0.287012252
16010,chr1,42498,42498,1,0.2870196
22620,chr17,385966,385966,1,0.287022294
21286,chr15,347750,347750,1,0.287205743
23087,chr17,399106,399106,1,0.287213581
16972,chr10,254233,254233,1,0.287218234
15516,chr1,33626,33626,1,0.287219214
11321,chr6,164098,164098,1,0.287244931
18435,chr11,284737,284737,1,0.287314735
17010,chr10,255022,255022,1,0.28731645
20686,chr14,334672,334672,1,0.28739703
19779,chr13,314960,314960,1,0.287432055
931,chr1,31250,31250,1,0.287487898
26972,chr3,88404,88404,1,0.287503083
10334,chr5,130862,130862,1,0.287515819
13536,chr9,235524,235524,1,0.287556967
15143,chr1,24437,24437,1,0.28759395
14365,chr1,7046,7046,1,0.287618688
24679,chr2,60913,60913,1,0.287695105
16155,chr10,238424,238424,1,0.287724986
14256,chr1,4397,4397,1,0.287739681
26771,chr3,85382,85382,1,0.287763684
13617,chrX,454027,454027,1,0.287768338
9294,chr3,101675,101675,1,0.287783278
19094,chr12,297075,297075,1,0.28780875
15418,chr1,31625,31625,1,0.287840346
28100,chr4,110768,110768,1,0.28784108
33941,chr9,235848,235848,1,0.287854796
24049,chr2,48002,48002,1,0.287880758
16805,chr10,249085,249085,1,0.287885412
34092,chrX,455327,455327,1,0.2878908
32073,chr7,194485,194485,1,0.28792656
18144,chr11,280312,280312,1,0.287930968
19912,chr13,317599,317599,1,0.287969666
25601,chr2,77920,77920,1,0.28799073
32904,chr8,212850,212850,1,0.287995384
8876,chr3,88176,88176,1,0.288003711
22664,chr17,387578,387578,1,0.288009589
26602,chr3,81271,81271,1,0.288051961
7600,chr2,67214,67214,1,0.288129113
25978,chr21,441468,441468,1,0.288136951
29598,chr5,138229,138229,1,0.288256719
1034,chr1,35530,35530,1,0.288305949
27087,chr3,90064,90064,1,0.288327013
8352,chr21,443513,443513,1,0.288364977
24139,chr2,49632,49632,1,0.28840294
11461,chr6,168644,168644,1,0.288428657
23356,chr19,408816,408816,1,0.288461967
33610,chr8,228172,228172,1,0.288487929
6668,chr19,425921,425921,1,0.288511197
8545,chr22,451716,451716,1,0.288540833
32549,chr7,205999,205999,1,0.288578307
17358,chr11,263428,263428,1,0.288581981
14929,chr1,20246,20246,1,0.288626312
8231,chr20,439635,439635,1,0.28868387
31172,chr6,173292,173292,1,0.288692442
30720,chr6,164107,164107,1,0.28874755
194,chr1,8113,8113,1,0.28875049
20439,chr14,328320,328320,1,0.288761266
24701,chr2,61306,61306,1,0.288794821
21323,chr15,348714,348714,1,0.28879874
27627,chr3,99123,99123,1,0.288801434
32480,chr7,203855,203855,1,0.288806578
29670,chr5,139344,139344,1,0.288808537
18242,chr11,281713,281713,1,0.288879076
914,chr1,30814,30814,1,0.288966514
4908,chr16,364068,364068,1,0.288967739
19772,chr13,314796,314796,1,0.288986598
29575,chr5,136854,136854,1,0.288987088
13178,chr8,224962,224962,1,0.28901109
10974,chr6,146793,146793,1,0.289018193
25684,chr20,433360,433360,1,0.289050279
31132,chr6,172660,172660,1,0.289055667
11346,chr6,164994,164994,1,0.289057626
22035,chr16,369165,369165,1,0.289064974
14602,chr1,11985,11985,1,0.289117878
32121,chr7,195209,195209,1,0.289125961
19844,chr13,316112,316112,1,0.289131839
5618,chr17,389437,389437,1,0.289133798
10604,chr5,137425,137425,1,0.289152902
15804,chr1,38385,38385,1,0.289183273
29933,chr5,143810,143810,1,0.289183273
14935,chr1,20471,20471,1,0.289192335
28926,chr5,125032,125032,1,0.289263364
33575,chr8,226335,226335,1,0.289283693
15251,chr1,27609,27609,1,0.289366478
12686,chr8,211093,211093,1,0.289400767
31869,chr7,190558,190558,1,0.289468122
24790,chr2,62783,62783,1,0.289480613
12917,chr8,217216,217216,1,0.289499717
19333,chr12,302276,302276,1,0.289520536
3627,chr13,319207,319207,1,0.289609689
1703,chr10,252158,252158,1,0.289647162
1528,chr10,246047,246047,1,0.28967141
9746,chr4,114797,114797,1,0.289679493
22498,chr17,383367,383367,1,0.289712803
14918,chr1,19942,19942,1,0.289715742
1243,chr1,42641,42641,1,0.289770605
23238,chr18,404698,404698,1,0.289826203
21859,chr16,364634,364634,1,0.289828408
16778,chr10,248916,248916,1,0.289840164
4800,chr16,359213,359213,1,0.289867841
22209,chr16,372768,372768,1,0.289872249
10873,chr5,142814,142814,1,0.28990164
27317,chr3,94346,94346,1,0.289920744
17758,chr11,270191,270191,1,0.289945482
17685,chr11,268661,268661,1,0.289980996
31756,chr7,188383,188383,1,0.290001325
2576,chr11,282457,282457,1,0.290004509
28671,chr4,120028,120028,1,0.290033165
32223,chr7,199315,199315,1,0.290069414
24595,chr2,59336,59336,1,0.290081661
24826,chr2,63355,63355,1,0.290129666
20710,chr14,335183,335183,1,0.290135789
22993,chr17,396599,396599,1,0.290146076
30072,chr6,147704,147704,1,0.290161996
13134,chr8,222897,222897,1,0.290177916
9615,chr4,111170,111170,1,0.29019947
33778,chr9,232316,232316,1,0.290268294
20216,chr13,323033,323033,1,0.290299155
27018,chr3,89031,89031,1,0.290306013
32864,chr8,212262,212262,1,0.290307482
12033,chr7,187344,187344,1,0.290386348
20436,chr14,328300,328300,1,0.290422597
3579,chr13,317997,317997,1,0.290453948
9319,chr4,102724,102724,1,0.290470358
6491,chr19,419409,419409,1,0.290552653
23257,chr18,404947,404947,1,0.290583268
26526,chr3,80149,80149,1,0.290599434
22906,chr17,393961,393961,1,0.290637152
20254,chr14,324286,324286,1,0.290641806
17302,chr11,261723,261723,1,0.290669482
21064,chr15,343062,343062,1,0.29072802
3169,chr12,303066,303066,1,0.290744675
28010,chr4,108731,108731,1,0.290797334
15334,chr1,29347,29347,1,0.290812274
31237,chr6,174600,174600,1,0.2908424
4965,chr16,364867,364867,1,0.290923715
18254,chr11,281765,281765,1,0.290966332
31567,chr7,183446,183446,1,0.290974905
27746,chr3,101873,101873,1,0.290997438
21200,chr15,345623,345623,1,0.291003071
11490,chr6,169566,169566,1,0.291025359
28590,chr4,118788,118788,1,0.291062343
7315,chr2,59630,59630,1,0.291082917
23866,chr19,428995,428995,1,0.291103246
22367,chr17,379116,379116,1,0.291133861
15396,chr1,31464,31464,1,0.291163742
4234,chr15,338689,338689,1,0.291169376
23882,chr19,429477,429477,1,0.291175744
30977,chr6,169289,169289,1,0.291193378
25094,chr2,68679,68679,1,0.291221545
30930,chr6,167967,167967,1,0.291236975
15682,chr1,36463,36463,1,0.291257549
1520,chr10,245914,245914,1,0.291333966
22375,chr17,379270,379270,1,0.291347926
17353,chr11,263237,263237,1,0.291369725
13967,chrX,462939,462939,1,0.291376583
20778,chr14,335689,335689,1,0.291381481
32758,chr8,209926,209926,1,0.291400096
2594,chr11,283304,283304,1,0.291421159
17707,chr11,269074,269074,1,0.291459858
30829,chr6,166268,166268,1,0.291524028
9353,chr4,104349,104349,1,0.291566155
34408,chrX,463926,463926,1,0.291573993
15457,chr1,32349,32349,1,0.291573993
17667,chr11,268437,268437,1,0.291575218
6020,chr18,403124,403124,1,0.291599465
15591,chr1,34712,34712,1,0.291624203
9952,chr4,119779,119779,1,0.291624448
4195,chr14,336489,336489,1,0.29163449
31436,chr6,178515,178515,1,0.291653839
7320,chr2,59819,59819,1,0.291659962
14370,chr1,7118,7118,1,0.291690333
19609,chr12,310239,310239,1,0.291702334
19848,chr13,316174,316174,1,0.291713356
434,chr1,16295,16295,1,0.291733929
10972,chr6,146775,146775,1,0.291742012
30561,chr6,160123,160123,1,0.291784629
20649,chr14,333689,333689,1,0.291791242
22929,chr17,394733,394733,1,0.291805203
17095,chr10,256392,256392,1,0.291849044
15241,chr1,27132,27132,1,0.291920563
17968,chr11,275094,275094,1,0.29201339
17800,chr11,271310,271310,1,0.292048414
27905,chr4,107364,107364,1,0.292130954
16794,chr10,248994,248994,1,0.292147609
18162,chr11,280845,280845,1,0.292152507
8515,chr22,450461,450461,1,0.292199778
19147,chr12,299795,299795,1,0.292219127
26979,chr3,88509,88509,1,0.292248518
28772,chr4,121811,121811,1,0.292248518
28407,chr4,115708,115708,1,0.292264194
22573,chr17,385279,385279,1,0.292313668
18491,chr11,285994,285994,1,0.292333018
2735,chr11,288160,288160,1,0.292345509
28910,chr5,124803,124803,1,0.292364368
7449,chr2,63623,63623,1,0.292416047
22545,chr17,384331,384331,1,0.292469441
14307,chr1,5439,5439,1,0.292516712
2343,chr11,271047,271047,1,0.29252357
26077,chr21,443226,443226,1,0.292545613
28225,chr4,112472,112472,1,0.292552961
27626,chr3,99120,99120,1,0.292563738
25804,chr20,436675,436675,1,0.292595333
28550,chr4,118050,118050,1,0.292597292
23496,chr19,415578,415578,1,0.292645053
8467,chr22,448767,448767,1,0.292693303
16656,chr10,246683,246683,1,0.292694283
23420,chr19,411388,411388,1,0.292729307
18203,chr11,281187,281187,1,0.292759923
23060,chr17,398370,398370,1,0.29277119
28064,chr4,109919,109919,1,0.292777558
29637,chr5,138897,138897,1,0.292800091
396,chr1,15392,15392,1,0.292812582
23655,chr19,422481,422481,1,0.292824339
23666,chr19,422751,422751,1,0.292832421
22408,chr17,379995,379995,1,0.29285324
19941,chr13,317974,317974,1,0.292858873
21602,chr16,354761,354761,1,0.292892918
22487,chr17,383201,383201,1,0.292901245
34338,chrX,462947,462947,1,0.292914226
15482,chr1,32823,32823,1,0.292928187
26858,chr3,87061,87061,1,0.292996521
28622,chr4,119333,119333,1,0.293011217
21819,chr16,363761,363761,1,0.293013421
30756,chr6,164636,164636,1,0.293018075
1843,chr10,255375,255375,1,0.29311531
21925,chr16,365792,365792,1,0.29311727
25817,chr20,436939,436939,1,0.293130006
16796,chr10,248999,248999,1,0.29313221
18033,chr11,277541,277541,1,0.293143967
4479,chr15,347565,347565,1,0.293159887
9317,chr4,102579,102579,1,0.293184134
4191,chr14,336457,336457,1,0.293203973
27499,chr3,96984,96984,1,0.293211076
27024,chr3,89161,89161,1,0.293225037
4850,chr16,362328,362328,1,0.29323214
17290,chr10,261039,261039,1,0.293254183
2316,chr11,269931,269931,1,0.293268879
7191,chr2,55449,55449,1,0.293302923
19552,chr12,309396,309396,1,0.293354603
25542,chr2,76665,76665,1,0.293419508
16788,chr10,248962,248962,1,0.293443511
17149,chr10,257386,257386,1,0.293454777
28371,chr4,114899,114899,1,0.29346139
16821,chr10,249377,249377,1,0.293467513
30839,chr6,166359,166359,1,0.293485883
2256,chr11,268797,268797,1,0.2935792
23884,chr19,429529,429529,1,0.293585568
27782,chr4,104080,104080,1,0.29362843
8595,chr3,78225,78225,1,0.293654637
10353,chr5,131186,131186,1,0.293687457
28841,chr5,123201,123201,1,0.293689661
34045,chrX,454035,454035,1,0.293701417
16500,chr10,244850,244850,1,0.293711214
21087,chr15,343466,343466,1,0.293767058
6111,chr18,404921,404921,1,0.293767547
14695,chr1,14361,14361,1,0.293783468
16334,chr10,241828,241828,1,0.293825595
16224,chr10,239666,239666,1,0.293950997
29591,chr5,138013,138013,1,0.293978428
27571,chr3,98215,98215,1,0.293984062
23101,chr17,400383,400383,1,0.294011248
28038,chr4,109453,109453,1,0.294015167
29050,chr5,126492,126492,1,0.294024474
13757,chrX,458295,458295,1,0.294029863
10165,chr5,126852,126852,1,0.294038925
19600,chr12,310022,310022,1,0.294045048
28218,chr4,112378,112378,1,0.294061948
14826,chr1,18403,18403,1,0.294086196
11863,chr7,182190,182190,1,0.294100156
26054,chr21,442824,442824,1,0.294194698
4009,chr14,330020,330020,1,0.294196412
21706,chr16,359036,359036,1,0.294332346
9971,chr4,120168,120168,1,0.294341653
25813,chr20,436865,436865,1,0.294348021
29335,chr5,132488,132488,1,0.294414396
33188,chr8,219010,219010,1,0.294419295
15501,chr1,33056,33056,1,0.294442563
23455,chr19,413083,413083,1,0.294494242
33795,chr9,232658,232658,1,0.294507713
7604,chr2,67461,67461,1,0.29455082
35,chr1,1775,1775,1,0.294625032
14908,chr1,19879,19879,1,0.294626502
3269,chr12,306062,306062,1,0.294637034
9325,chr4,103068,103068,1,0.294660057
27013,chr3,89004,89004,1,0.29469949
6102,chr18,404793,404793,1,0.294755578
4669,chr16,353229,353229,1,0.294778846
27380,chr3,95318,95318,1,0.294825871
28297,chr4,113685,113685,1,0.29482979
32427,chr7,202636,202636,1,0.294842526
29973,chr5,144902,144902,1,0.294934863
22723,chr17,389578,389578,1,0.294998789
18786,chr12,290761,290761,1,0.295005647
11563,chr6,170468,170468,1,0.295074716
33882,chr9,234421,234421,1,0.295241265
10209,chr5,127998,127998,1,0.29529123
26926,chr3,88023,88023,1,0.29529319
19489,chr12,306968,306968,1,0.295344134
5471,chr17,384839,384839,1,0.29537328
25292,chr2,71739,71739,1,0.295400957
4821,chr16,360424,360424,1,0.295474924
33373,chr8,222242,222242,1,0.295496723
13726,chrX,457252,457252,1,0.295507989
7025,chr2,49661,49661,1,0.295528318
25019,chr2,66907,66907,1,0.295540809
33807,chr9,232822,232822,1,0.295598612
11188,chr6,153067,153067,1,0.295616491
3117,chr12,301112,301112,1,0.295618206
1591,chr10,248302,248302,1,0.295619675
22214,chr16,372971,372971,1,0.295682621
15767,chr1,37851,37851,1,0.295703685
1103,chr1,38409,38409,1,0.295742873
14792,chr1,17381,17381,1,0.295748506
12955,chr8,218019,218019,1,0.295756589
7702,chr2,68717,68717,1,0.295760263
32206,chr7,198930,198930,1,0.295822964
20013,chr13,318975,318975,1,0.2958695
11497,chr6,169619,169619,1,0.295877092
14769,chr1,16740,16740,1,0.295882726
14811,chr1,18164,18164,1,0.295924363
31521,chr7,181148,181148,1,0.295939548
7609,chr2,67483,67483,1,0.295941018
8422,chr22,446383,446383,1,0.29603458
2021,chr10,260591,260591,1,0.296072543
30091,chr6,148365,148365,1,0.296122018
28628,chr4,119347,119347,1,0.296150919
11139,chr6,151775,151775,1,0.296211906
22936,chr17,395169,395169,1,0.296213375
22296,chr17,376245,376245,1,0.296261871
1992,chr10,259375,259375,1,0.296352248
18145,chr11,280318,280318,1,0.296393886
3210,chr12,304430,304430,1,0.296439687
4323,chr15,341432,341432,1,0.296451443
29403,chr5,133849,133849,1,0.296497979
30697,chr6,163410,163410,1,0.296527125
7682,chr2,68372,68372,1,0.296529329
11710,chr6,175086,175086,1,0.296550883
29976,chr5,145088,145088,1,0.296562639
23745,chr19,424973,424973,1,0.296631219
6985,chr2,48391,48391,1,0.296664284
14414,chr1,7769,7769,1,0.296720372
9055,chr3,95068,95068,1,0.296725025
26686,chr3,82943,82943,1,0.296738006
30707,chr6,163755,163755,1,0.296749028
32766,chr8,210096,210096,1,0.296860469
16573,chr10,245740,245740,1,0.296883737
17003,chr10,254899,254899,1,0.296884717
33289,chr8,220539,220539,1,0.296895004
17510,chr11,265799,265799,1,0.296912148
23281,chr18,405316,405316,1,0.296965052
13832,chrX,460108,460108,1,0.297019916
25073,chr2,68407,68407,1,0.297062533
32847,chr8,211950,211950,1,0.29723741
5418,chr17,383696,383696,1,0.297245737
26651,chr3,82154,82154,1,0.297284435
18665,chr11,288661,288661,1,0.297289334
5000,chr16,366106,366106,1,0.297306969
22890,chr17,393844,393844,1,0.297332441
25722,chr20,434385,434385,1,0.297354729
30752,chr6,164523,164523,1,0.297395387
26055,chr21,442917,442917,1,0.29740053
15695,chr1,36621,36621,1,0.29745123
32655,chr7,208285,208285,1,0.297464701
33784,chr9,232474,232474,1,0.297468864
6516,chr19,420323,420323,1,0.297487234
2854,chr12,292351,292351,1,0.29749997
28286,chr4,113477,113477,1,0.29750144
25071,chr2,68403,68403,1,0.29755067
31203,chr6,173833,173833,1,0.297553119
25366,chr2,73183,73183,1,0.297607737
29429,chr5,134059,134059,1,0.297622433
1599,chr10,248562,248562,1,0.297657212
8657,chr3,80360,80360,1,0.297684889
24168,chr2,50406,50406,1,0.297703013
14900,chr1,19849,19849,1,0.297705953
28976,chr5,125710,125710,1,0.297716484
26530,chr3,80162,80162,1,0.297732404
10168,chr5,126956,126956,1,0.297818128
19479,chr12,306686,306686,1,0.297853153
17666,chr11,268433,268433,1,0.297855602
26165,chr22,445521,445521,1,0.297862705
21326,chr15,348874,348874,1,0.297867603
16566,chr10,245674,245674,1,0.297922712
14537,chr1,10220,10220,1,0.297926141
20755,chr14,335471,335471,1,0.297947694
20829,chr14,337476,337476,1,0.298000843
21761,chr16,360806,360806,1,0.298020192
13396,chr9,231401,231401,1,0.298035867
8944,chr3,90655,90655,1,0.298068198
27198,chr3,92099,92099,1,0.298075056
9002,chr3,92828,92828,1,0.298119142
33896,chr9,234951,234951,1,0.298119387
20051,chr13,319369,319369,1,0.298142165
31159,chr6,173096,173096,1,0.29817621
18471,chr11,285633,285633,1,0.298189436
8965,chr3,91664,91664,1,0.298261689
777,chr1,26182,26182,1,0.298276629
15856,chr1,39377,39377,1,0.298441219
28920,chr5,124963,124963,1,0.298448567
30373,chr6,155750,155750,1,0.298479918
21113,chr15,343982,343982,1,0.298484081
7957,chr20,431531,431531,1,0.29852327
17348,chr11,263113,263113,1,0.298584501
10358,chr5,131387,131387,1,0.298604095
1199,chr1,41336,41336,1,0.298614382
28565,chr4,118371,118371,1,0.298630057
5124,chr16,371268,371268,1,0.298640344
29518,chr5,135345,135345,1,0.298706719
22592,chr17,385759,385759,1,0.298710148
30455,chr6,158442,158442,1,0.298837754
18364,chr11,283775,283775,1,0.298845592
26851,chr3,86993,86993,1,0.298852695
13000,chr8,218905,218905,1,0.298853919
12013,chr7,186721,186721,1,0.298882331
2524,chr11,280533,280533,1,0.298910497
18549,chr11,286764,286764,1,0.298924948
29922,chr5,143726,143726,1,0.298957033
19255,chr12,301502,301502,1,0.298958747
18402,chr11,284353,284353,1,0.299004059
27447,chr3,96503,96503,1,0.299028796
15302,chr1,29141,29141,1,0.299029286
25624,chr20,431813,431813,1,0.299044471
30136,chr6,148997,148997,1,0.299091497
19353,chr12,302691,302691,1,0.299110601
16332,chr10,241820,241820,1,0.299115745
16326,chr10,241747,241747,1,0.299134359
30959,chr6,168774,168774,1,0.299134604
8514,chr22,450452,450452,1,0.299142442
2246,chr11,268596,268596,1,0.299154933
22066,chr16,369680,369680,1,0.299185059
33451,chr8,223601,223601,1,0.299217389
30845,chr6,166481,166481,1,0.299235513
33477,chr8,224144,224144,1,0.299247025
12799,chr8,213769,213769,1,0.299256332
16034,chr1,43106,43106,1,0.299308991
24227,chr2,51492,51492,1,0.299353323
9329,chr4,103176,103176,1,0.299372917
33880,chr9,234326,234326,1,0.299382959
17062,chr10,256031,256031,1,0.29939398
11842,chr7,181286,181286,1,0.299413085
22474,chr17,382782,382782,1,0.299416758
16762,chr10,248752,248752,1,0.29942778
20128,chr13,320911,320911,1,0.299463049
568,chr1,20559,20559,1,0.299470397
30932,chr6,167985,167985,1,0.299482399
4227,chr14,338214,338214,1,0.299500523
14616,chr1,12460,12460,1,0.299537997
8242,chr20,440222,440222,1,0.299668787
5303,chr17,378293,378293,1,0.299674665
12383,chr7,198615,198615,1,0.299720466
15436,chr1,31777,31777,1,0.299733447
11223,chr6,155975,155975,1,0.299764553
32515,chr7,205132,205132,1,0.299843419
15156,chr1,24976,24976,1,0.299862278
21908,chr16,365716,365716,1,0.299893139
11482,chr6,169256,169256,1,0.299908814
29806,chr5,141338,141338,1,0.29993894
33676,chr9,229914,229914,1,0.29995584
3098,chr12,300215,300215,1,0.299978618
32493,chr7,204472,204472,1,0.300009479
13227,chr8,226967,226967,1,0.30002246
2327,chr11,270307,270307,1,0.30002246
27313,chr3,94254,94254,1,0.300028828
10438,chr5,133707,133707,1,0.300035196
7847,chr2,73603,73603,1,0.300047687
4808,chr16,359909,359909,1,0.300067771
25189,chr2,70477,70477,1,0.300123124
20846,chr14,338096,338096,1,0.300158883
17982,chr11,275612,275612,1,0.30017015
24010,chr2,47099,47099,1,0.300175783
7681,chr2,68370,68370,1,0.300205419
7265,chr2,57130,57130,1,0.300257588
4636,chr15,352001,352001,1,0.30030143
4921,chr16,364200,364200,1,0.300337679
8387,chr21,445275,445275,1,0.300397196
8790,chr3,85425,85425,1,0.300410422
22444,chr17,381458,381458,1,0.300431975
17327,chr11,262659,262659,1,0.300436139
31374,chr6,177497,177497,1,0.300514026
14371,chr1,7155,7155,1,0.300534109
24219,chr2,51358,51358,1,0.300555908
23375,chr19,409824,409824,1,0.300556153
24889,chr2,64401,64401,1,0.300592157
16110,chr1,44655,44655,1,0.300675677
9062,chr3,95109,95109,1,0.30068131
415,chr1,15776,15776,1,0.30068131
10159,chr5,126483,126483,1,0.300726376
33025,chr8,215520,215520,1,0.300741562
11501,chr6,169630,169630,1,0.300755522
10613,chr5,137465,137465,1,0.300771932
23262,chr18,405111,405111,1,0.300772667
15882,chr1,39693,39693,1,0.300777321
16859,chr10,250419,250419,1,0.300786138
289,chr1,11570,11570,1,0.300792016
18865,chr12,292333,292333,1,0.300839287
34220,chrX,460183,460183,1,0.300869903
28084,chr4,110579,110579,1,0.300977425
29697,chr5,139821,139821,1,0.300977425
19237,chr12,301272,301272,1,0.300993835
10282,chr5,130013,130013,1,0.301048943
