"","chr","start","end","value","area","cluster","indexStart","indexEnd","L","clusterL","p.value","fwer","p.valueArea","fwerArea"
"399","chr11",118313315,118313315,-0.0363709748673609,0.0363709748673609,38710,284962,284962,1,1,0.531061509002628,1,0.551992741234283,1
"96","chr16",88044501,88044501,0.0363547748700655,0.0363547748700655,76023,371702,371702,1,5,0.532136646508856,1,0.55297726628826,1
"879","chr6",28553390,28553390,-0.0363505818627328,0.0363505818627328,155424,151060,151060,1,1,0.532408728104026,1,0.553227610664426,1
"365","chr11",9597577,9597577,-0.0363468437195794,0.0363468437195794,30920,266249,266249,1,1,0.532644906652078,1,0.553440586562979,1
"328","chr10",34569552,34569552,-0.036293122952383,0.036293122952383,21839,243648,243648,1,1,0.536234478648678,1,0.556696040406804,1
"73","chr15",30337018,30337018,0.0362649238889512,0.0362649238889512,62344,339990,339990,1,5,0.538106810343985,1,0.558411082562354,1
"679","chr2",179183500,179183500,-0.0362309760180305,0.0362309760180305,109092,68082,68082,1,1,0.54034843052394,1,0.560447786711476,1
"709","chr20",47897207,47897207,-0.0362285640012257,0.0362285640012257,116052,437934,437934,1,8,0.540529411190027,1,0.560614601549449,1
"285","chr1",161209081,161209081,-0.036208922760194,0.036208922760194,13360,32333,32333,1,1,0.541877851483504,1,0.561845807403355,1
"35","chr11",636659,636659,0.0362084960608802,0.0362084960608802,29421,261754,261754,1,18,0.541907648570228,1,0.561873162105921,1
"459","chr13",100007116,100007116,-0.036187592384446,0.036187592384446,53831,319744,319744,1,2,0.543286862904092,1,0.563130257231899,1
"192","chr6",150309507,150309507,0.0361741148637029,0.0361741148637029,162403,175090,175090,1,1,0.544206420539474,1,0.563968239236413,1
"754","chr3",98251294,98251294,-0.0361706324474952,0.0361706324474952,127838,89752,89752,1,1,0.544444797233267,1,0.564187809572192,1
"471","chr14",23027728,23027728,-0.0361602929795795,0.0361602929795795,55705,324673,324673,1,1,0.545129397512676,1,0.564817700446468,1
"2","chr1",25598878,25598878,0.0361487413635493,0.0361487413635493,4709,11399,11399,1,4,0.545919020310867,1,0.565540401918737,1
"282","chr1",157567720,157567720,-0.03611313967021,0.03611313967021,12942,31375,31375,1,1,0.548312556785432,1,0.567731708985043,1
"474","chr14",38092845,38092845,-0.0361076397675541,0.0361076397675541,56464,326776,326776,1,1,0.548687951230473,1,0.568076329389697,1
"347","chr10",104964751,104964751,-0.0360969117313161,0.0360969117313161,26415,253730,253730,1,1,0.549434588067488,1,0.568763127814848,1
"641","chr2",10575762,10575762,-0.0360945962015716,0.0360945962015716,99394,47468,47468,1,1,0.549591633368829,1,0.568904297619164,1
"1054","chr9",95899302,95899302,-0.0360894446668497,0.0360894446668497,187472,231653,231653,1,1,0.549932834435663,1,0.569216434314521,1
"778","chr3",172276018,172276018,-0.0360784794567312,0.0360784794567312,131953,98396,98396,1,1,0.550687286901982,1,0.569902500024424,1
"491","chr14",106187192,106187192,-0.0360696585743988,0.0360696585743988,61549,338163,338163,1,1,0.551296417510917,1,0.570459119373968,1
"260","chr1",58625006,58625006,-0.0360373408763155,0.0360373408763155,8240,20018,20018,1,1,0.553507996365732,1,0.572484832794381,1
"296","chr1",200452917,200452917,-0.036023492782944,0.036023492782944,15276,36295,36295,1,1,0.554434636915171,1,0.573341376918493,1
"712","chr20",62370310,62370310,-0.0360072987212322,0.0360072987212322,117170,440870,440870,1,9,0.555552760382575,1,0.574356431774441,1
"761","chr3",119361670,119361670,-0.0359915382190263,0.0359915382190263,128790,91572,91572,1,2,0.556623013120488,1,0.575336560536934,1
"1078","chrX",101395217,101395217,-0.0359914778623036,0.0359914778623036,193472,459847,459847,1,3,0.556625699743061,1,0.57533851444426,1
"913","chr6",45576388,45576388,-0.0359902505081876,0.0359902505081876,158127,165937,165937,1,1,0.556712892857492,1,0.575419845836712,1
"1001","chr7",151719923,151719923,-0.0359880740574444,0.0359880740574444,175288,205338,205338,1,1,0.556858458953292,1,0.575551490342813,1
"967","chr7",50343298,50343298,-0.0359726467357402,0.0359726467357402,168828,190923,190923,1,3,0.557915034339921,1,0.57652038413818,1
"553","chr17",8129997,8129997,-0.0359592375950455,0.0359592375950455,78427,378583,378583,1,3,0.558830439922234,1,0.577356167996952,1
"653","chr2",42648344,42648344,-0.0359174149344113,0.0359174149344113,101461,51753,51753,1,1,0.561742738791899,1,0.580017389775203,1
"207","chr7",90896701,90896701,0.0359171828589447,0.0359171828589447,170902,195287,195287,1,9,0.561755683427935,1,0.580028868980744,1
"354","chr10",131639315,131639315,-0.0358913212743506,0.0358913212743506,28326,258077,258077,1,10,0.563545462538712,1,0.581679432194531,1
"34","chr11",320956,320956,0.0358727953800295,0.0358727953800295,29276,261251,261251,1,8,0.564852138063092,1,0.582882794869039,1
"883","chr6",29855302,29855302,-0.0358405880234233,0.0358405880234233,155664,152702,152702,1,39,0.567084477183247,1,0.584932199415782,1
"593","chr17",78865755,78865755,-0.0358369154415776,0.0358369154415776,86200,398056,398056,1,9,0.567339217850897,1,0.585164958626012,1
"238","chr1",2074268,2074268,-0.0358360993728676,0.0358360993728676,640,1952,1952,1,2,0.567397346593851,1,0.585217958362235,1
"569","chr17",39341434,39341434,-0.0358244565528134,0.0358244565528134,81466,385791,385791,1,1,0.568214324094608,1,0.585973632020633,1
"144","chr3",12329166,12329166,0.0358121007118526,0.0358121007118526,123105,79706,79706,1,16,0.569076729940699,1,0.586765452964566,1
"767","chr3",142663294,142663294,-0.0357653213697204,0.0357653213697204,130639,95659,95659,1,1,0.572374681268867,1,0.589799138326869,1
"80","chr15",69373260,69373260,0.0357362619655121,0.0357362619655121,65328,346508,346508,1,2,0.57444142674313,1,0.591690520618607,1
"1029","chr8",37997055,37997055,-0.0357199857259047,0.0357199857259047,179499,215246,215246,1,1,0.575619388622398,1,0.592778114284039,1
"522","chr16",1013990,1013990,-0.0357049718942601,0.0357049718942601,68680,354230,354230,1,1,0.576682802684669,1,0.593754579470296,1
"708","chr20",47897068,47897068,-0.0356906071946682,0.0356906071946682,116052,437932,437932,1,8,0.577684912904581,1,0.594671694721519,1
"781","chr3",177308016,177308016,-0.035670837473979,0.035670837473979,132117,98648,98648,1,1,0.579110288299026,1,0.595982766537383,1
"920","chr6",74227212,74227212,-0.0356611582947778,0.0356611582947778,159083,167896,167896,1,1,0.579800994538829,1,0.596618763372053,1
"869","chr6",3592887,3592887,-0.0356228762225836,0.0356228762225836,153344,146163,146163,1,1,0.582547455524185,1,0.599143211637472,1
"801","chr4",48656001,48656001,-0.0356192010056494,0.0356192010056494,137017,110238,110238,1,1,0.582815140827871,1,0.599388915483739,1
"373","chr11",59270409,59270409,-0.0355907039251483,0.0355907039251483,33738,272508,272508,1,3,0.584878711202728,1,0.601284205590129,1
"1066","chr9",139299357,139299357,-0.035589904858781,0.035589904858781,190635,236732,236732,1,1,0.58493635146885,1,0.601335495657441,1
"99","chr17",44343683,44343683,0.0355827465097771,0.0355827465097771,82411,388424,388424,1,3,0.585457556248107,1,0.601815424144433,1
"978","chr7",80456684,80456684,-0.0355577122685103,0.0355577122685103,170568,194576,194576,1,1,0.587246602643637,1,0.603467941265546,1
"560","chr17",18825380,18825380,-0.03552802939609,0.03552802939609,79450,380860,380860,1,1,0.589430826795885,1,0.605473382897449,1
"717","chr21",31874502,31874502,-0.0355046794364241,0.0355046794364241,117609,441882,441882,1,2,0.591137320606884,1,0.607040416573042,1
"706","chr20",43377579,43377579,-0.0355026311075787,0.0355026311075787,115698,436933,436933,1,1,0.591287771470999,1,0.607178167039537,1
"602","chr18",47016182,47016182,-0.0354925873832602,0.0354925873832602,88278,404142,404142,1,2,0.592016090426831,1,0.607852509305484,1
"981","chr7",96597711,96597711,-0.035486410761489,0.035486410761489,171215,196107,196107,1,1,0.59248234156254,1,0.608283345870905,1
"572","chr17",47092178,47092178,-0.0354839391476213,0.0354839391476213,82796,389572,389572,1,9,0.592655262360906,1,0.608446008655809,1
"387","chr11",74457193,74457193,-0.0354654805287908,0.0354654805287908,36339,279935,279935,1,3,0.594010297091609,1,0.609704813450698,1
"710","chr20",56884425,56884425,-0.0354269392237424,0.0354269392237424,116432,438922,438922,1,10,0.596852499535947,1,0.612323049267773,1
"382","chr11",65904369,65904369,-0.0354103585168414,0.0354103585168414,34949,276095,276095,1,1,0.598088101681337,1,0.613462665715765,1
"840","chr5",64486421,64486421,-0.035391392499044,0.035391392499044,145722,129157,129157,1,1,0.599510546214793,1,0.614771783624303,1
"344","chr10",98977821,98977821,-0.0353625628838405,0.0353625628838405,25678,251577,251577,1,1,0.601652028644281,1,0.616746695454235,1
"935","chr6",139466669,139466669,-0.0353223579789093,0.0353223579789093,161835,173928,173928,1,1,0.604660313211344,1,0.619545179222149,1
"905","chr6",33242542,33242542,-0.0353149186032094,0.0353149186032094,156528,161560,161560,1,58,0.605224992428609,1,0.620071513008138,1
"990","chr7",114559768,114559768,-0.0353105974424627,0.0353105974424627,172667,199668,199668,1,1,0.60555129495208,1,0.620372903213201,1
"579","chr17",60642442,60642442,-0.03529968722307,0.03529968722307,83861,392136,392136,1,1,0.606377797751053,1,0.621145917799119,1
"422","chr12",62546633,62546633,-0.0352934508439657,0.0352934508439657,45077,299907,299907,1,2,0.606846735509335,1,0.621578464033451,1
"1080","chrX",112087556,112087556,-0.0352927887980196,0.0352927887980196,193801,460808,460808,1,1,0.60689900253031,1,0.621627311716605,1
"74","chr15",41062088,41062088,0.0352819504216888,0.0352819504216888,63115,341596,341596,1,8,0.607709385593841,1,0.622379810275599,1
"301","chr1",229421456,229421456,-0.0352650086382599,0.0352650086382599,17860,41937,41937,1,1,0.609008489727332,1,0.623573891890308,1
"989","chr7",107744567,107744567,-0.035247519829957,0.035247519829957,172457,199290,199290,1,1,0.61032566750359,1,0.624793618538673,1
"757","chr3",108021214,108021214,-0.0352384939995567,0.0352384939995567,128224,90518,90518,1,4,0.611003917584189,1,0.625424974843443,1
"910","chr6",41885417,41885417,-0.0352354624252063,0.0352354624252063,157623,164749,164749,1,1,0.61123203626452,1,0.625634531404175,1
"743","chr3",59798132,59798132,-0.0352197177282996,0.0352197177282996,126583,87596,87596,1,1,0.612422210064577,1,0.626732871559902,1
"445","chr13",24328256,24328256,-0.0352136731385927,0.0352136731385927,50706,313208,313208,1,1,0.612874295372171,1,0.62715467130394,1
"926","chr6",106049591,106049591,-0.0352083132302108,0.0352083132302108,160053,170195,170195,1,1,0.613282417764925,1,0.627533729325218,1
"362","chr11",4976263,4976263,-0.0351725816799888,0.0351725816799888,30410,265096,265096,1,1,0.615985160073858,1,0.630036684610049,1
"557","chr17",13215554,13215554,-0.0351722851747682,0.0351722851747682,78845,379502,379502,1,1,0.616007630008109,1,0.63005744487539,1
"316","chr10",1245586,1245586,-0.0351709074488968,0.0351709074488968,19608,238709,238709,1,8,0.616125841401342,1,0.630168084877734,1
"484","chr14",78175470,78175470,-0.0351621950349889,0.0351621950349889,58946,332114,332114,1,1,0.616791391084321,1,0.630786496546469,1
"851","chr5",142066938,142066938,-0.0351469104806333,0.0351469104806333,149845,138425,138425,1,12,0.617957629519632,1,0.631868228489923,1
"603","chr18",72509555,72509555,-0.0351433678931391,0.0351433678931391,88760,405465,405465,1,1,0.618236794028859,1,0.63213005207163,1
"79","chr15",66914759,66914759,0.0351394595364193,0.0351394595364193,65042,345942,345942,1,4,0.618537451518674,1,0.632407018435116,1
"377","chr11",64414192,64414192,-0.0351389023518044,0.0351389023518044,34536,274790,274790,1,1,0.618582635625592,1,0.632450981349955,1
"302","chr1",231471991,231471991,-0.0351354514726109,0.0351354514726109,18062,42386,42386,1,9,0.618848367021952,1,0.632699371818795,1
"19","chr1",205819492,205819492,0.0351321736562616,0.0351321736562616,16070,38032,38032,1,10,0.619097245967624,1,0.632932863744273,1
"385","chr11",73711382,73711382,-0.0351221107441071,0.0351221107441071,36273,279782,279782,1,1,0.619854629294933,1,0.633632851043875,1
"37","chr11",1087785,1087785,0.035103467705811,0.035103467705811,29613,262351,262351,1,3,0.621296368663234,1,0.634967613986069,1
"432","chr12",89326323,89326323,-0.0350848206899657,0.0350848206899657,46137,301979,301979,1,1,0.62274079465411,1,0.636307505934994,1
"262","chr1",64445499,64445499,-0.0350495938399306,0.0350495938399306,8578,20718,20718,1,1,0.625468937758282,1,0.63882975605467,1
"446","chr13",26793689,26793689,-0.035048329731981,0.035048329731981,50920,313687,313687,1,1,0.625560527164197,1,0.638916460692269,1
"996","chr7",129078593,129078593,-0.0350432250352741,0.0350432250352741,173427,201247,201247,1,1,0.625960345450815,1,0.639286970368995,1
"273","chr1",117151711,117151711,-0.0350369591330828,0.0350369591330828,11064,26404,26404,1,2,0.626435389169492,1,0.639729041901543,1
"310","chr1",241696246,241696246,-0.0350227721269287,0.0350227721269287,18679,43612,43612,1,1,0.627533973563634,1,0.640745562187985,1
"403","chr12",3427813,3427813,-0.0350138407870876,0.0350138407870876,40884,289632,289632,1,4,0.62823200695591,1,0.641391328559286,1
"925","chr6",105379117,105379117,-0.0350118522016194,0.0350118522016194,160003,170097,170097,1,1,0.628386609873094,1,0.641534696509345,1
"453","chr13",46757415,46757415,-0.0349938190027915,0.0349938190027915,52214,316440,316440,1,2,0.62979806367784,1,0.642845768325208,1
"969","chr7",55584387,55584387,-0.0349703489988921,0.0349703489988921,169128,191530,191530,1,1,0.631640842524839,1,0.64455958928868,1
"886","chr6",30684406,30684406,-0.0349684889213827,0.0349684889213827,155876,154814,154814,1,47,0.631791781865786,1,0.644699782139333,1
"923","chr6",90754140,90754140,-0.0349679258923383,0.0349679258923383,159661,169249,169249,1,1,0.631837942926367,1,0.644740814193183,1
"1084","chrX",118922222,118922222,-0.0349462432986774,0.0349462432986774,193952,461240,461240,1,2,0.633573501108842,1,0.646355718598267,1
"214","chr7",155095191,155095191,0.0349314274953858,0.0349314274953858,175480,205779,205779,1,1,0.634734854775838,1,0.6474386717338,1
"881","chr6",29648628,29648628,-0.0349184084017074,0.0349184084017074,155617,152369,152369,1,22,0.635745269101886,1,0.648374837581454,1
"1039","chr8",91712588,91712588,-0.0349145954175318,0.0349145954175318,181818,220260,220260,1,1,0.636035424339824,1,0.648648628845534,1
"400","chr11",123324834,123324834,-0.0349128483242604,0.0349128483242604,39290,286258,286258,1,3,0.636180501958792,1,0.648781983020545,1
"25","chr10",1981436,1981436,0.0349121595896499,0.0349121595896499,19756,239068,239068,1,3,0.636232280502936,1,0.648828876796374,1
"535","chr16",26499966,26499966,-0.0349099108237033,0.0349099108237033,71412,360824,360824,1,1,0.63640300315556,1,0.648986899051378,1
"1087","chrX",153284103,153284103,-0.0348679199239643,0.0348679199239643,194959,463999,463999,1,2,0.639733193954611,1,0.652089215408513,1
"617","chr19",39050485,39050485,-0.0348650020524214,0.0348650020524214,94647,421195,421195,1,1,0.639976211178304,1,0.652316601373597,1
"987","chr7",104945248,104945248,-0.0348604752823699,0.0348604752823699,172213,198831,198831,1,1,0.640331333834836,1,0.652646567473305,1
"918","chr6",62596341,62596341,-0.034856827117972,0.034856827117972,158798,167256,167256,1,1,0.640637364569798,1,0.652930616750848,1
"481","chr14",67999431,67999431,-0.0348438495019398,0.0348438495019398,57896,329882,329882,1,12,0.641665364061783,1,0.653886810148595,1
"229","chrX",51638041,51638041,0.0348430114174332,0.0348430114174332,192612,457354,457354,1,3,0.641725935188894,1,0.653943473461054,1
"660","chr2",85364676,85364676,-0.034804473357361,0.034804473357361,103942,57216,57216,1,1,0.644824832208208,1,0.656826707959241,1
"423","chr12",64688140,64688140,-0.034804470787005,0.034804470787005,45193,300155,300155,1,1,0.644824832208208,1,0.656826707959241,1
"1067","chr9",139590572,139590572,-0.0347959201464948,0.0347959201464948,190770,236960,236960,1,4,0.645491114606434,1,0.657450737111539,1
"163","chr5",3962434,3962434,0.034789377139789,0.034789377139789,143431,124533,124533,1,5,0.646015250246681,1,0.657940190896746,1
"394","chr11",111991342,111991342,-0.0347165029290127,0.0347165029290127,38161,283775,283775,1,1,0.651850105999472,1,0.663382311276976,1
"788","chr4",1607291,1607291,-0.0346951139752849,0.0346951139752849,134301,103940,103940,1,3,0.653596899149073,1,0.66501455660958,1
"278","chr1",147956744,147956744,-0.0346900346510015,0.0346900346510015,11631,27705,27705,1,1,0.653994275051534,1,0.665387264432048,1
"414","chr12",27925367,27925367,-0.0346888324006658,0.0346888324006658,42605,293566,293566,1,1,0.65408928379527,1,0.665476899930636,1
"647","chr2",26628105,26628105,-0.0346849111908245,0.0346849111908245,100394,49558,49558,1,1,0.654415097841909,1,0.665782442188767,1
"1086","chrX",153087306,153087306,-0.034676103736109,0.034676103736109,194910,463860,463860,1,1,0.655150255473383,1,0.666459959554118,1
"166","chr5",140090300,140090300,0.0346715383301767,0.0346715383301767,149453,137153,137153,1,10,0.655513926474467,1,0.666799939428873,1
"900","chr6",33048444,33048444,-0.0346596178855781,0.0346596178855781,156470,160758,160758,1,25,0.656479400932014,1,0.667698981037329,1
"409","chr12",19585266,19585266,-0.0346532673257792,0.0346532673257792,42207,292729,292729,1,1,0.656996209419787,1,0.668179642239569,1
"346","chr10",103048104,103048104,-0.0346425638347011,0.0346425638347011,26168,253062,253062,1,1,0.657859347981125,1,0.668987338680526,1
"797","chr4",26177098,26177098,-0.0346379381085444,0.0346379381085444,136342,108723,108723,1,2,0.658249152492697,1,0.669350032727948,1
"309","chr1",236159467,236159467,-0.0346332319646084,0.0346332319646084,18430,43106,43106,1,1,0.658642132103674,1,0.669719076974179,1
"105","chr17",79899941,79899941,0.0346295199508996,0.0346295199508996,86589,399424,399424,1,6,0.658950360984379,1,0.670005812874295,1
"813","chr4",100569829,100569829,-0.0346284941568193,0.0346284941568193,138928,114192,114192,1,1,0.659038531052472,1,0.670090075127737,1
"730","chr3",13539059,13539059,-0.0346262299268502,0.0346262299268502,123262,80062,80062,1,1,0.659219511718559,1,0.670258111157788,1
"775","chr3",170586396,170586396,-0.0346226974008563,0.0346226974008563,131801,98154,98154,1,1,0.659513086294317,1,0.670536298713352,1
"547","chr16",89390968,89390968,-0.0345894641529149,0.0345894641529149,76608,373308,373308,1,4,0.662232436815522,1,0.673081263005696,1
"584","chr17",74557703,74557703,-0.0345880203524707,0.0345880203524707,85262,395491,395491,1,4,0.662360173506971,1,0.67320118406784,1
"578","chr17",57917589,57917589,-0.0345810049522718,0.0345810049522718,83670,391644,391644,1,7,0.662954894049375,1,0.673762688185699,1
"686","chr2",201320027,201320027,-0.0345739096506311,0.0345739096506311,109927,69775,69775,1,1,0.663506384392188,1,0.674279740911889,1
"695","chr2",231790529,231790529,-0.0345682071495596,0.0345682071495596,111886,73845,73845,1,4,0.663959202415029,1,0.674700807940679,1
"61","chr13",23309892,23309892,0.0345587306192837,0.0345587306192837,50623,313020,313020,1,9,0.664730751570453,1,0.675426684512354,1
"235","chr1",1066277,1066277,-0.0345580012399842,0.0345580012399842,173,549,549,1,4,0.664791078459149,1,0.675481393917487,1
"677","chr2",175471320,175471320,-0.0345368307388563,0.0345368307388563,108847,67299,67299,1,1,0.6665742631327,1,0.677148565343546,1
"513","chr15",83619523,83619523,-0.0345338993453521,0.0345338993453521,66773,349572,349572,1,2,0.66680995320392,1,0.677368624156156,1
"176","chr6",29856938,29856938,0.0345336890211672,0.0345336890211672,155664,152735,152735,1,39,0.666825340224113,1,0.677383034222687,1
"828","chr5",1179328,1179328,-0.0345229262043883,0.0345229262043883,142942,122977,122977,1,3,0.667699957990992,1,0.678196592385623,1
"174","chr6",26745279,26745279,0.0345070929810914,0.0345070929810914,155140,150018,150018,1,3,0.669016158813587,1,0.67942950790844,1
"998","chr7",137519766,137519766,-0.0345048862327239,0.0345048862327239,174036,202469,202469,1,1,0.669187614181459,1,0.679590949501265,1
"940","chr6",144386528,144386528,-0.0344996907912132,0.0344996907912132,162067,174367,174367,1,26,0.669627243329849,1,0.680004933615999,1
"777","chr3",171754011,171754011,-0.0344877876457604,0.0344877876457604,131886,98296,98296,1,1,0.670637413417482,1,0.680946716947215,1
"117","chr2",1480944,1480944,0.0344826960364786,0.0344826960364786,98537,45544,45544,1,3,0.671062388260925,1,0.681345069803339,1
"115","chr19",52134296,52134296,0.0344642119113941,0.0344642119113941,97067,427722,427722,1,4,0.672609150148008,1,0.682795845993025,1
"4","chr1",30240265,30240265,0.0344557676494155,0.0344557676494155,5360,13140,13140,1,2,0.673314999169589,1,0.683459686007093,1
"634","chr19",56852136,56852136,-0.0344538110660028,0.0344538110660028,97922,430050,430050,1,1,0.673477417716078,1,0.68361233501695,1
"442","chr12",127256717,127256717,-0.0344472859628545,0.0344472859628545,49265,309327,309327,1,2,0.674034037065622,1,0.684136714895612,1
"1032","chr8",63059337,63059337,-0.0344392438596522,0.0344392438596522,180769,217957,217957,1,1,0.674721323967604,1,0.684781015836419,1
"436","chr12",111165713,111165713,-0.0344098247912237,0.0344098247912237,47570,305040,305040,1,1,0.677209380709073,1,0.687106409792984,1
"943","chr6",153414101,153414101,-0.0344062523976485,0.0344062523976485,162613,175597,175597,1,1,0.67749953594701,1,0.687378491388153,1
"645","chr2",19376860,19376860,-0.0343859653505734,0.0343859653505734,99865,48376,48376,1,1,0.679177942340195,1,0.688955294600377,1
"704","chr20",17944845,17944845,-0.0343764465594291,0.0343764465594291,114461,433363,433363,1,2,0.680019099444113,1,0.689744917398568,1
"509","chr15",77286232,77286232,-0.0343725100581321,0.0343725100581321,66170,348376,348376,1,1,0.680347111636495,1,0.690051680848777,1
"779","chr3",176295392,176295392,-0.0343575161413556,0.0343575161413556,132061,98579,98579,1,1,0.681608114577126,1,0.691234527496361,1
"552","chr17",8124011,8124011,-0.0343482325585724,0.0343482325585724,78423,378568,378568,1,6,0.682389189030764,1,0.691966021551598,1
"798","chr4",26235129,26235129,-0.0343420824079678,0.0343420824079678,136345,108727,108727,1,1,0.68292724626071,1,0.692465489111851,1
"924","chr6",91078974,91078974,-0.0343220720446344,0.0343220720446344,159683,169289,169289,1,1,0.684639601793687,1,0.694076729940699,1
"202","chr7",43739176,43739176,0.0343187250540186,0.0343187250540186,168326,189809,189809,1,1,0.684923895309645,1,0.694341728621811,1
"450","chr13",30686841,30686841,-0.034290878531141,0.034290878531141,51236,314424,314424,1,1,0.687325980128762,1,0.696604597543938,1
"1055","chr9",97663142,97663142,-0.0342830762120515,0.0342830762120515,187593,231856,231856,1,1,0.687993972195899,1,0.69723302298772,1
"794","chr4",6677191,6677191,-0.034262814479148,0.034262814479148,135158,106241,106241,1,18,0.689765189187077,1,0.698897019314374,1
"95","chr16",81898406,81898406,0.0342568058134518,0.0342568058134518,74941,369116,369116,1,1,0.690270274230893,1,0.699373528463545,1
"567","chr17",37024042,37024042,-0.0342531348847048,0.0342531348847048,81053,384729,384729,1,6,0.690587539932981,1,0.699668079992966,1
"210","chr7",102155527,102155527,0.0342400457664138,0.0342400457664138,172061,198517,198517,1,1,0.69169784777108,1,0.700719037896033,1
"833","chr5",16785135,16785135,-0.0342386201954946,0.0342386201954946,144101,125820,125820,1,5,0.691817524594808,1,0.700832120282535,1
"396","chr11",114191367,114191367,-0.034233817740114,0.034233817740114,38327,284126,284126,1,1,0.692231997186373,1,0.701225832608759,1
"39","chr11",1911511,1911511,0.0342313931713481,0.0342313931713481,29875,263189,263189,1,2,0.692457429244131,1,0.701435877646323,1
"500","chr15",52416833,52416833,-0.0342120140066206,0.0342120140066206,63951,343642,343642,1,1,0.694141208882463,1,0.70301829834211,1
"995","chr7",127506210,127506210,-0.0342108151667536,0.0342108151667536,173177,200674,200674,1,1,0.694234752195703,1,0.703107689602282,1
"393","chr11",108829918,108829918,-0.0342107141098828,0.0342107141098828,37971,283288,283288,1,3,0.694242079348176,1,0.703114284039508,1
"408","chr12",13200089,13200089,-0.0342097361039152,0.0342097361039152,41936,292205,292205,1,1,0.694312420011919,1,0.703180472650182,1
"702","chr20",2634874,2634874,-0.034205666078701,0.034205666078701,113976,431991,431991,1,5,0.694650690217763,1,0.703498959544349,1
"864","chr5",180614858,180614858,-0.0342031522688078,0.0342031522688078,152836,144935,144935,1,4,0.6948680624078,1,0.703702165906271,1
"389","chr11",78568009,78568009,-0.034202858725418,0.034202858725418,36776,280870,280870,1,1,0.694896149825614,1,0.703729032132006,1
"40","chr11",2322386,2322386,0.0341884136989805,0.0341884136989805,30007,263776,263776,1,35,0.696117586142889,1,0.704874021825145,1
"1024","chr8",17754363,17754363,-0.0341819450294036,0.0341819450294036,178074,212164,212164,1,2,0.696657841518577,1,0.705383503160445,1
"266","chr1",81794767,81794767,-0.0341767494711262,0.0341767494711262,9228,22055,22055,1,1,0.697090143514493,1,0.7057916255532,1
"298","chr1",210462861,210462861,-0.0341757081465096,0.0341757081465096,16440,38824,38824,1,1,0.697192479410702,1,0.70588809972743,1
"944","chr6",155493309,155493309,-0.0341646879313887,0.0341646879313887,162720,175751,175751,1,1,0.698135483933997,1,0.706781279613908,1
"844","chr5",94076140,94076140,-0.0341593233844717,0.0341593233844717,147099,132120,132120,1,1,0.698607596791684,1,0.707229457106849,1
"970","chr7",55606442,55606442,-0.0341549644368008,0.0341549644368008,169133,191535,191535,1,1,0.698994226203851,1,0.707594593538428,1
"190","chr6",110798022,110798022,0.0341320106863045,0.0341320106863045,160414,171011,171011,1,11,0.700992340683281,1,0.709482068015514,1
"718","chr21",34347126,34347126,-0.0341302283780996,0.0341302283780996,117720,442138,442138,1,1,0.701157934329175,1,0.709638624840024,1
"112","chr19",41317837,41317837,0.0341235805000653,0.0341235805000653,95081,422375,422375,1,4,0.701725055930597,1,0.710170576109575,1
"1035","chr8",70064456,70064456,-0.0341194674890153,0.0341194674890153,181047,218647,218647,1,1,0.702084086401782,1,0.710509823269082,1
"680","chr2",182713409,182713409,-0.0340761910856893,0.0340761910856893,109256,68406,68406,1,1,0.705899334694555,1,0.714106722418156,1
"814","chr4",104021583,104021583,-0.0340727420709356,0.0340727420709356,139067,114497,114497,1,4,0.706213669535654,1,0.714402495139655,1
"283","chr1",157746405,157746405,-0.0340642650967696,0.0340642650967696,12953,31393,31393,1,1,0.70695908518059,1,0.71510639025391,1
"678","chr2",179148245,179148245,-0.0340568055272046,0.0340568055272046,109090,68079,68079,1,1,0.707605584267138,1,0.715717474770172,1
"506","chr15",67356942,67356942,-0.0340559304175386,0.0340559304175386,65101,346052,346052,1,6,0.707683252083354,1,0.715790746294903,1
"1026","chr8",28745972,28745972,-0.0340008443246469,0.0340008443246469,179023,214273,214273,1,2,0.712631766625309,1,0.720457409705058,1
"359","chr11",3187271,3187271,-0.0339981718931186,0.0339981718931186,30240,264687,264687,1,32,0.712869410603855,1,0.720680643617073,1
"529","chr16",7565837,7565837,-0.0339921028436969,0.0339921028436969,70104,358228,358228,1,1,0.713402338827069,1,0.721182309323069,1
"537","chr16",31119196,31119196,-0.0339877384085658,0.0339877384085658,72086,362625,362625,1,11,0.713802401352104,1,0.721561367344347,1
"756","chr3",107003840,107003840,-0.0339865476036127,0.0339865476036127,128162,90397,90397,1,1,0.713906935394054,1,0.721660283902735,1
"700","chr2",242868376,242868376,-0.0339689866462375,0.0339689866462375,113667,78066,78066,1,2,0.715457116618959,1,0.723131331880929,1
"135","chr20",62286033,62286033,0.0339498798013655,0.0339498798013655,117150,440789,440789,1,2,0.717168495198273,1,0.724746724762845,1
"871","chr6",13715593,13715593,-0.0339295538415135,0.0339295538415135,154154,147896,147896,1,1,0.718998329409236,1,0.726483748375815,1
"231","chrX",114141866,114141866,0.0339255323078329,0.0339255323078329,193818,460850,460850,1,3,0.719364687032894,1,0.726831543879874,1
"1033","chr8",63438306,63438306,-0.0339205174963443,0.0339205174963443,180779,217983,217983,1,1,0.71980333922762,1,0.727245772233023,1
"416","chr12",31782808,31782808,-0.0339016671181694,0.0339016671181694,42800,293930,293930,1,1,0.721479791713479,1,0.728832344981878,1
