,chr,indexStart,indexEnd,L,p.value
1826,chr16,371939,371939,1,0.346263038
1915,chr19,407298,407298,1,0.347245538
1512,chr11,266989,266989,1,0.347608397
269,chr11,282807,282807,1,0.347614006
2356,chr5,137847,137847,1,0.347970768
1138,chr7,188989,188989,1,0.348066604
2721,chrX,461627,461627,1,0.348074651
2245,chr4,106684,106684,1,0.348291684
1517,chr11,268796,268796,1,0.348513106
2637,chr8,223994,223994,1,0.351190656
686,chr2,45717,45717,1,0.351257717
149,chr10,244834,244834,1,0.352157061
631,chr19,416726,416726,1,0.352438716
1053,chr6,156020,156020,1,0.352956425
427,chr15,343567,343567,1,0.353726769
2319,chr5,128733,128733,1,0.354507355
400,chr14,333212,333212,1,0.354951663
905,chr4,108251,108251,1,0.35548449
336,chr12,309505,309505,1,0.355826865
385,chr14,325102,325102,1,0.355894658
372,chr13,321429,321429,1,0.356106569
633,chr19,416977,416977,1,0.356781566
2309,chr5,124939,124939,1,0.357945983
1329,chr1,9210,9210,1,0.35800841
665,chr19,426431,426431,1,0.358046696
2491,chr6,177584,177584,1,0.358815821
2138,chr22,450961,450961,1,0.359024075
2104,chr20,439237,439237,1,0.360115091
2282,chr4,119958,119958,1,0.360336513
318,chr12,298166,298166,1,0.360586222
1035,chr6,151308,151308,1,0.36176771
799,chr21,443293,443293,1,0.361805751
940,chr4,120749,120749,1,0.362041805
54,chr1,14663,14663,1,0.363083806
947,chr4,121777,121777,1,0.363358633
236,chr11,270342,270342,1,0.36365053
558,chr17,388422,388422,1,0.36471399
1142,chr7,189938,189938,1,0.364738376
1819,chr16,369798,369798,1,0.36478227
391,chr14,327691,327691,1,0.365070753
428,chr15,344242,344242,1,0.365849144
2538,chr7,192385,192385,1,0.366130799
256,chr11,279109,279109,1,0.366638509
2703,chrX,456039,456039,1,0.366679965
1760,chr15,352522,352522,1,0.367129393
1864,chr17,386271,386271,1,0.367378128
48,chr1,11403,11403,1,0.367733183
568,chr17,391981,391981,1,0.368846391
968,chr5,124385,124385,1,0.369138287
2574,chr7,204275,204275,1,0.369308987
1214,chr8,213823,213823,1,0.369606493
1153,chr7,193214,193214,1,0.369701353
881,chr3,100361,100361,1,0.370403661
473,chr16,364818,364818,1,0.370425608
2265,chr4,112218,112218,1,0.370547293
70,chr1,18625,18625,1,0.37103647
1089,chr6,167866,167866,1,0.37209164
1900,chr18,402296,402296,1,0.372091883
1766,chr15,352942,352942,1,0.372526437
2057,chr2,66596,66596,1,0.372698843
2000,chr2,46874,46874,1,0.372737617
979,chr5,130320,130320,1,0.372785657
2520,chr7,184087,184087,1,0.373205822
106,chr1,35385,35385,1,0.373597213
115,chr1,37731,37731,1,0.374630435
2570,chr7,203197,203197,1,0.375039627
567,chr17,390638,390638,1,0.375276412
2132,chr22,445698,445698,1,0.375318843
2065,chr2,70406,70406,1,0.375622445
1648,chr13,316482,316482,1,0.376362063
1332,chr1,9965,9965,1,0.376904401
203,chr11,261466,261466,1,0.376911229
838,chr3,82756,82756,1,0.376986093
2292,chr5,121825,121825,1,0.377757901
491,chr16,371470,371470,1,0.377817158
56,chr1,15366,15366,1,0.378810144
1271,chr9,236338,236338,1,0.379512208
2541,chr7,193700,193700,1,0.379696076
2571,chr7,203675,203675,1,0.380866346
655,chr19,424873,424873,1,0.381041191
579,chr17,396542,396542,1,0.381328455
2303,chr5,123617,123617,1,0.382532133
243,chr11,272654,272654,1,0.382746727
957,chr5,122706,122706,1,0.383023017
2449,chr6,160706,160706,1,0.383745322
2206,chr3,94230,94230,1,0.384390567
2671,chr9,233387,233387,1,0.384916811
1804,chr16,362534,362534,1,0.38527333
169,chr10,253519,253519,1,0.385806401
971,chr5,124533,124533,1,0.385843955
2658,chr9,231055,231055,1,0.386131218
987,chr5,133896,133896,1,0.386194621
708,chr2,53742,53742,1,0.386342155
1431,chr10,241484,241484,1,0.386601619
90,chr1,26883,26883,1,0.386835234
1106,chr6,179085,179085,1,0.387570706
1212,chr8,213451,213451,1,0.388064273
2259,chr4,109240,109240,1,0.388926307
2724,chrX,462537,462537,1,0.389198208
1973,chr19,427607,427607,1,0.389532536
289,chr12,289566,289566,1,0.390452608
752,chr2,74298,74298,1,0.390822783
495,chr16,371700,371700,1,0.391231731
2539,chr7,192434,192434,1,0.391788945
1200,chr8,210474,210474,1,0.392479304
1309,chr1,2640,2640,1,0.392750717
928,chr4,116684,116684,1,0.392955313
1098,chr6,173746,173746,1,0.393275253
1277,chrX,453644,453644,1,0.393310612
1576,chr12,289497,289497,1,0.3934401
1225,chr8,220153,220153,1,0.393552519
1722,chr15,340294,340294,1,0.394760098
565,chr17,389290,389290,1,0.396539279
2536,chr7,191988,191988,1,0.396599512
592,chr17,400391,400391,1,0.396651209
570,chr17,393062,393062,1,0.397163309
1060,chr6,159785,159785,1,0.397546652
1499,chr10,261032,261032,1,0.397963892
2445,chr6,159906,159906,1,0.398125325
1857,chr17,383513,383513,1,0.398724969
2447,chr6,160443,160443,1,0.398735943
1874,chr17,389134,389134,1,0.399441665
1581,chr12,290994,290994,1,0.39966577
2607,chr8,212823,212823,1,0.400254928
492,chr16,371480,371480,1,0.400274437
871,chr3,98891,98891,1,0.401080384
629,chr19,415463,415463,1,0.401179634
1202,chr8,210528,210528,1,0.402069468
2320,chr5,129412,129412,1,0.402655213
456,chr16,358119,358119,1,0.40304514
1594,chr12,293863,293863,1,0.403570164
2278,chr4,118224,118224,1,0.403677949
484,chr16,369335,369335,1,0.403961067
1181,chr7,207736,207736,1,0.404048611
1880,chr17,392979,392979,1,0.404302467
818,chr22,450152,450152,1,0.404694832
1306,chr1,1249,1249,1,0.405421039
1597,chr12,295402,295402,1,0.405890219
449,chr16,355126,355126,1,0.405890219
62,chr1,16395,16395,1,0.40637769
930,chr4,116864,116864,1,0.406627643
8,chr1,999,999,1,0.407034153
410,chr15,338406,338406,1,0.407218021
2568,chr7,202929,202929,1,0.407808886
2521,chr7,184180,184180,1,0.408554113
1402,chr1,42892,42892,1,0.408661167
1817,chr16,369560,369560,1,0.408810651
1441,chr10,243711,243711,1,0.411101444
1031,chr6,150151,150151,1,0.411106321
1753,chr15,351418,351418,1,0.411121928
1913,chr19,407245,407245,1,0.411243856
479,chr16,367588,367588,1,0.41125678
175,chr10,256140,256140,1,0.411725474
2561,chr7,200461,200461,1,0.411941043
1176,chr7,206782,206782,1,0.412228551
104,chr1,34258,34258,1,0.412874284
275,chr11,285074,285074,1,0.413915797
2340,chr5,134049,134049,1,0.41473662
1286,chrX,457398,457398,1,0.414769541
352,chr13,314132,314132,1,0.416939624
1612,chr12,302939,302939,1,0.417923343
715,chr2,57749,57749,1,0.41805844
934,chr4,119713,119713,1,0.418995582
890,chr4,103383,103383,1,0.419357466
1469,chr10,251360,251360,1,0.419698622
636,chr19,418331,418331,1,0.420680146
1288,chrX,457959,457959,1,0.422126706
438,chr16,353269,353269,1,0.423305267
1463,chr10,248984,248984,1,0.423578875
1765,chr15,352858,352858,1,0.423740308
2118,chr21,441434,441434,1,0.423941246
2157,chr3,78230,78230,1,0.424668671
1504,chr11,265265,265265,1,0.425065915
1600,chr12,297396,297396,1,0.4262574
1515,chr11,268417,268417,1,0.42680998
2349,chr5,137510,137510,1,0.426811443
1794,chr16,360157,360157,1,0.42840578
923,chr4,114229,114229,1,0.430274944
1637,chr13,312283,312283,1,0.430383216
1681,chr14,325286,325286,1,0.43108333
387,chr14,325625,325625,1,0.43138742
181,chr10,258166,258166,1,0.431461064
687,chr2,45878,45878,1,0.432754726
1957,chr19,422446,422446,1,0.433030528
1912,chr19,406989,406989,1,0.433483858
654,chr19,424754,424754,1,0.43476679
2321,chr5,129672,129672,1,0.434971142
22,chr1,4141,4141,1,0.436403802
72,chr1,20020,20020,1,0.437100501
212,chr11,262616,262616,1,0.437563342
1988,chr19,429806,429806,1,0.43894406
2455,chr6,161939,161939,1,0.439068183
2490,chr6,177237,177237,1,0.439777076
1152,chr7,192827,192827,1,0.44066252
2117,chr21,441398,441398,1,0.441152917
1778,chr16,356906,356906,1,0.441799626
620,chr19,411582,411582,1,0.444256485
1133,chr7,187085,187085,1,0.444895146
1289,chrX,459252,459252,1,0.445819121
744,chr2,71193,71193,1,0.446406816
2103,chr20,438912,438912,1,0.447413214
653,chr19,424752,424752,1,0.448310364
1858,chr17,383693,383693,1,0.448932687
1448,chr10,245592,245592,1,0.449857149
2419,chr6,156206,156206,1,0.450023215
2026,chr2,57609,57609,1,0.453232861
2208,chr3,96121,96121,1,0.453605231
2350,chr5,137593,137593,1,0.4543051
296,chr12,290355,290355,1,0.454423615
1427,chr10,240266,240266,1,0.455033989
2465,chr6,165953,165953,1,0.455372706
2495,chr6,178174,178174,1,0.45585091
2647,chr9,228484,228484,1,0.457147985
1776,chr16,355235,355235,1,0.45788297
2140,chr22,451097,451097,1,0.458199496
1773,chr16,354834,354834,1,0.459085673
1237,chr8,225353,225353,1,0.459365377
1781,chr16,357914,357914,1,0.460790233
2656,chr9,230279,230279,1,0.463376337
123,chr1,41566,41566,1,0.46350363
315,chr12,294514,294514,1,0.463672379
116,chr1,37818,37818,1,0.464951165
839,chr3,82770,82770,1,0.464987012
2355,chr5,137802,137802,1,0.465337679
609,chr18,406096,406096,1,0.465754186
244,chr11,273168,273168,1,0.466324324
1646,chr13,316429,316429,1,0.466340662
129,chr1,44327,44327,1,0.466546234
24,chr1,4230,4230,1,0.467365106
1911,chr19,406987,406987,1,0.467460941
1064,chr6,159902,159902,1,0.467718211
2056,chr2,66593,66593,1,0.468335413
2177,chr3,84135,84135,1,0.468691932
2013,chr2,51187,51187,1,0.469892196
2714,chrX,459509,459509,1,0.469939504
38,chr1,9673,9673,1,0.470655956
701,chr2,51031,51031,1,0.470948097
1921,chr19,409082,409082,1,0.471874022
320,chr12,300652,300652,1,0.47202058
225,chr11,266196,266196,1,0.47226151
2014,chr2,52578,52578,1,0.472272972
274,chr11,284342,284342,1,0.472410019
1676,chr14,324119,324119,1,0.472847255
1008,chr5,141099,141099,1,0.472996739
2530,chr7,189284,189284,1,0.473390812
1488,chr10,259198,259198,1,0.475638198
2009,chr2,48725,48725,1,0.476466337
1084,chr6,167380,167380,1,0.477897046
1777,chr16,355237,355237,1,0.478010439
2186,chr3,89619,89619,1,0.478326722
2697,chrX,454229,454229,1,0.478345986
298,chr12,291124,291124,1,0.478357935
188,chr10,259392,259392,1,0.478628129
509,chr17,374878,374878,1,0.479506746
1090,chr6,168293,168293,1,0.479927155
1396,chr1,39085,39085,1,0.480487782
888,chr4,103116,103116,1,0.480596542
1440,chr10,243299,243299,1,0.480624586
1117,chr7,182242,182242,1,0.480824305
358,chr13,316202,316202,1,0.480879417
554,chr17,387648,387648,1,0.481033534
677,chr19,429278,429278,1,0.481035241
1240,chr8,226050,226050,1,0.482171859
2686,chr9,236876,236876,1,0.48269225
2565,chr7,202454,202454,1,0.482731267
1774,chr16,355094,355094,1,0.483011946
1018,chr5,144922,144922,1,0.483354077
351,chr13,314131,314131,1,0.484480453
178,chr10,256942,256942,1,0.485492703
1223,chr8,218699,218699,1,0.485532208
1577,chr12,289745,289745,1,0.4857846
1472,chr10,252927,252927,1,0.485814838
1529,chr11,275474,275474,1,0.486075765
1163,chr7,199762,199762,1,0.486766368
2378,chr6,147150,147150,1,0.48760865
2267,chr4,112319,112319,1,0.488440934
162,chr10,251080,251080,1,0.488733807
1588,chr12,291567,291567,1,0.488925234
582,chr17,397580,397580,1,0.489110566
974,chr5,125980,125980,1,0.489438553
139,chr10,239696,239696,1,0.489527317
2332,chr5,131883,131883,1,0.489778246
1047,chr6,155773,155773,1,0.489892615
2398,chr6,152018,152018,1,0.490024054
1673,chr13,320903,320903,1,0.490551029
2061,chr2,69044,69044,1,0.490846584
2516,chr7,183301,183301,1,0.491156038
186,chr10,259146,259146,1,0.491161159
2212,chr3,97127,97127,1,0.493879677
2247,chr4,106934,106934,1,0.494268629
1809,chr16,364033,364033,1,0.494284967
552,chr17,387333,387333,1,0.49456394
600,chr18,402242,402242,1,0.495383055
1360,chr1,24190,24190,1,0.495439874
271,chr11,283274,283274,1,0.495547659
2639,chr8,224461,224461,1,0.496566737
2364,chr5,141353,141353,1,0.496745484
1866,chr17,387044,387044,1,0.497818943
2547,chr7,196173,196173,1,0.497944286
480,chr16,367626,367626,1,0.49796672
41,chr1,10421,10421,1,0.498226428
1016,chr5,144012,144012,1,0.498562951
2201,chr3,92385,92385,1,0.499086756
1855,chr17,382633,382633,1,0.500730108
1747,chr15,348851,348851,1,0.502096439
1936,chr19,416686,416686,1,0.502712178
761,chr2,76759,76759,1,0.502796308
973,chr5,125932,125932,1,0.502830692
1358,chr1,22469,22469,1,0.503831969
2071,chr2,73809,73809,1,0.504345532
1464,chr10,249042,249042,1,0.504512086
1389,chr1,36362,36362,1,0.504858363
2552,chr7,198912,198912,1,0.50528243
323,chr12,301874,301874,1,0.506225181
2373,chr6,145844,145844,1,0.506370764
1859,chr17,383960,383960,1,0.508108977
46,chr1,11397,11397,1,0.508368197
1843,chr17,380084,380084,1,0.509249008
907,chr4,108959,108959,1,0.509334846
228,chr11,266694,266694,1,0.50972648
1009,chr5,141557,141557,1,0.509898156
1407,chr1,44478,44478,1,0.510041056
943,chr4,121422,121422,1,0.510897238
1582,chr12,291071,291071,1,0.511149386
2108,chr20,440789,440789,1,0.5113235
549,chr17,387019,387019,1,0.51157955
900,chr4,105854,105854,1,0.512210408
650,chr19,423500,423500,1,0.512335994
608,chr18,405911,405911,1,0.512387448
1238,chr8,225368,225368,1,0.512397202
758,chr2,75903,75903,1,0.512732018
889,chr4,103173,103173,1,0.513135113
2085,chr20,432204,432204,1,0.513485292
2437,chr6,159836,159836,1,0.514019583
2576,chr7,205555,205555,1,0.514127611
1304,chr1,648,648,1,0.514128343
159,chr10,249531,249531,1,0.514651416
2345,chr5,135985,135985,1,0.514774076
982,chr5,131343,131343,1,0.515304709
2620,chr8,219241,219241,1,0.515856801
1105,chr6,178221,178221,1,0.516167963
2711,chrX,459096,459096,1,0.517492838
1574,chr12,288789,288789,1,0.517943973
853,chr3,88755,88755,1,0.518359018
293,chr12,290201,290201,1,0.518644818
1626,chr12,309487,309487,1,0.519192765
16,chr1,2538,2538,1,0.519709498
1172,chr7,206580,206580,1,0.519719984
2351,chr5,137736,137736,1,0.519958964
834,chr3,80413,80413,1,0.520339137
1465,chr10,249151,249151,1,0.520436436
1878,chr17,390772,390772,1,0.520888547
1409,chr1,44599,44599,1,0.521663036
2295,chr5,122077,122077,1,0.521751069
334,chr12,308902,308902,1,0.522137338
994,chr5,136012,136012,1,0.522550676
690,chr2,47242,47242,1,0.522841353
2592,chr8,209845,209845,1,0.523024246
2193,chr3,90120,90120,1,0.52326664
261,chr11,280100,280100,1,0.524076245
1186,chr7,208427,208427,1,0.524175495
2684,chr9,236093,236093,1,0.526378012
2304,chr5,123774,123774,1,0.526574073
2483,chr6,172268,172268,1,0.527505606
1270,chr9,236099,236099,1,0.527684353
1096,chr6,171708,171708,1,0.527687036
2127,chr21,444409,444409,1,0.528666609
1756,chr15,352288,352288,1,0.528821215
875,chr3,99352,99352,1,0.529475727
618,chr19,411005,411005,1,0.529579366
117,chr1,38951,38951,1,0.529931983
360,chr13,316574,316574,1,0.530183888
536,chr17,382617,382617,1,0.530617465
2425,chr6,159050,159050,1,0.532418837
442,chr16,354001,354001,1,0.533566428
2288,chr4,120705,120705,1,0.535017865
2058,chr2,66926,66926,1,0.535461197
1803,chr16,362093,362093,1,0.535508749
2622,chr8,219794,219794,1,0.535786258
2354,chr5,137787,137787,1,0.535802597
1602,chr12,297976,297976,1,0.536761199
2362,chr5,140349,140349,1,0.538757656
21,chr1,3997,3997,1,0.54047319
2341,chr5,134298,134298,1,0.540997482
706,chr2,52918,52918,1,0.541028208
42,chr1,10487,10487,1,0.541041377
1538,chr11,278791,278791,1,0.541560792
2232,chr4,102398,102398,1,0.54212971
560,chr17,388859,388859,1,0.542287486
1996,chr2,45449,45449,1,0.542753009
2593,chr8,209907,209907,1,0.543031738
1783,chr16,358699,358699,1,0.543343143
937,chr4,120283,120283,1,0.54347507
2559,chr7,199931,199931,1,0.544960646
790,chr20,440571,440571,1,0.545397638
1725,chr15,341231,341231,1,0.545540782
131,chr1,44377,44377,1,0.54592632
1730,chr15,342862,342862,1,0.546354045
1920,chr19,408540,408540,1,0.546921988
2654,chr9,229926,229926,1,0.547782803
738,chr2,67430,67430,1,0.547981547
1336,chr1,11722,11722,1,0.548372937
1417,chr10,238847,238847,1,0.549376897
1767,chr16,353055,353055,1,0.549935573
1742,chr15,346066,346066,1,0.549976785
1675,chr14,323988,323988,1,0.549995806
1787,chr16,359604,359604,1,0.551037319
2513,chr7,182204,182204,1,0.551488942
1470,chr10,252589,252589,1,0.5516077
1893,chr17,398902,398902,1,0.552200761
2687,chr9,236990,236990,1,0.55245681
2183,chr3,88280,88280,1,0.552887462
1549,chr11,283492,283492,1,0.554792473
2168,chr3,81622,81622,1,0.554979023
279,chr11,286722,286722,1,0.555565743
1108,chr6,179560,179560,1,0.556013465
250,chr11,276779,276779,1,0.5560498
524,chr17,379590,379590,1,0.55684648
669,chr19,427168,427168,1,0.55799017
2708,chrX,457007,457007,1,0.557991633
1692,chr14,330578,330578,1,0.558782705
1630,chr12,310016,310016,1,0.559762522
1979,chr19,428998,428998,1,0.560494337
2677,chr9,234679,234679,1,0.560522381
731,chr2,63762,63762,1,0.560525551
284,chr11,288350,288350,1,0.560601147
1703,chr14,334125,334125,1,0.561025214
1881,chr17,393369,393369,1,0.561307356
921,chr4,111344,111344,1,0.561809946
246,chr11,273535,273535,1,0.563761777
2246,chr4,106749,106749,1,0.563911749
1146,chr7,191620,191620,1,0.564041481
1894,chr17,399019,399019,1,0.564402877
1741,chr15,346027,346027,1,0.564592842
2693,chrX,453620,453620,1,0.564785976
1892,chr17,398775,398775,1,0.564872302
705,chr2,52522,52522,1,0.565039588
2139,chr22,451095,451095,1,0.565897233
1228,chr8,222049,222049,1,0.566734638
1559,chr11,287265,287265,1,0.567478645
811,chr22,446388,446388,1,0.567539366
1628,chr12,309727,309727,1,0.567830287
696,chr2,49910,49910,1,0.568003426
1929,chr19,411698,411698,1,0.568779866
578,chr17,396538,396538,1,0.568793766
954,chr5,122255,122255,1,0.569015676
1886,chr17,395913,395913,1,0.569287821
160,chr10,249591,249591,1,0.569348785
1245,chr8,226901,226901,1,0.569448035
2185,chr3,88718,88718,1,0.570558072
1694,chr14,330929,330929,1,0.571003354
2645,chr8,226914,226914,1,0.572260925
1522,chr11,271768,271768,1,0.572472105
537,chr17,383281,383281,1,0.573259276
99,chr1,29108,29108,1,0.573814294
2477,chr6,171176,171176,1,0.574253481
345,chr12,311420,311420,1,0.574919942
1428,chr10,240315,240315,1,0.575260122
673,chr19,428826,428826,1,0.575322794
1056,chr6,156815,156815,1,0.57549203
226,chr11,266207,266207,1,0.576897866
1252,chr8,227871,227871,1,0.577005895
1065,chr6,159905,159905,1,0.577110265
2020,chr2,54510,54510,1,0.577483854
7,chr1,996,996,1,0.577887438
1284,chrX,455952,455952,1,0.577990589
593,chr17,400498,400498,1,0.577996442
1932,chr19,412932,412932,1,0.578701676
52,chr1,12868,12868,1,0.578708016
2179,chr3,85329,85329,1,0.579262059
2689,chr9,237251,237251,1,0.579484213
2640,chr8,224716,224716,1,0.57950616
2506,chr7,180602,180602,1,0.580727396
1232,chr8,223826,223826,1,0.580986128
1726,chr15,341234,341234,1,0.581469209
2161,chr3,79351,79351,1,0.58262314
1253,chr8,227875,227875,1,0.583640268
1827,chr16,372540,372540,1,0.583892172
2256,chr4,109025,109025,1,0.585230459
2037,chr2,63056,63056,1,0.585569908
453,chr16,357187,357187,1,0.586280995
211,chr11,262603,262603,1,0.586488518
2387,chr6,149406,149406,1,0.58716327
190,chr10,259582,259582,1,0.587884599
276,chr11,285904,285904,1,0.588048471
1762,chr15,352530,352530,1,0.588343782
75,chr1,20048,20048,1,0.588425962
1779,chr16,356908,356908,1,0.588940256
782,chr20,436195,436195,1,0.589163385
1285,chrX,456737,456737,1,0.58928824
1527,chr11,274034,274034,1,0.589306773
497,chr16,372040,372040,1,0.590339995
1654,chr13,316710,316710,1,0.590527521
1184,chr7,208310,208310,1,0.590584584
2123,chr21,443014,443014,1,0.591110339
2577,chr7,205649,205649,1,0.592268416
863,chr3,92594,92594,1,0.594664067
374,chr13,322239,322239,1,0.594837938
2578,chr7,205717,205717,1,0.595083745
1551,chr11,284370,284370,1,0.595134224
1623,chr12,308485,308485,1,0.595196895
2392,chr6,150318,150318,1,0.596693445
2274,chr4,115878,115878,1,0.596828786
378,chr13,323081,323081,1,0.597774951
2466,chr6,166620,166620,1,0.599015452
688,chr2,46694,46694,1,0.599065199
2705,chrX,456172,456172,1,0.59916518
1717,chr15,338769,338769,1,0.599223462
1322,chr1,6878,6878,1,0.599546328
1887,chr17,396250,396250,1,0.600974843
2383,chr6,148710,148710,1,0.601230893
2286,chr4,120557,120557,1,0.601253815
2612,chr8,216361,216361,1,0.601419638
2016,chr2,53474,53474,1,0.601458167
79,chr1,22795,22795,1,0.601825172
1079,chr6,163867,163867,1,0.602376533
441,chr16,353768,353768,1,0.602433351
2667,chr9,232761,232761,1,0.60272598
1178,chr7,207697,207697,1,0.603074451
1934,chr19,414647,414647,1,0.603474377
2381,chr6,148287,148287,1,0.605705181
2512,chr7,180970,180970,1,0.605819794
182,chr10,258168,258168,1,0.606032193
1768,chr16,353231,353231,1,0.606654516
9,chr1,1081,1081,1,0.606745231
2609,chr8,213895,213895,1,0.607198317
55,chr1,15049,15049,1,0.608751442
1268,chr9,235782,235782,1,0.609431316
1437,chr10,242448,242448,1,0.609586653
765,chr2,77426,77426,1,0.609607137
630,chr19,415757,415757,1,0.612522691
2331,chr5,131536,131536,1,0.613252555
424,chr15,342364,342364,1,0.613756607
1972,chr19,427570,427570,1,0.614390392
2231,chr3,102177,102177,1,0.614611814
845,chr3,85125,85125,1,0.615670397
137,chr10,238942,238942,1,0.616407333
411,chr15,338943,338943,1,0.61659559
1865,chr17,386382,386382,1,0.617176702
959,chr5,122960,122960,1,0.617426899
2046,chr2,64484,64484,1,0.618065073
1665,chr13,319332,319332,1,0.618264792
2659,chr9,231231,231231,1,0.618411106
2336,chr5,132755,132755,1,0.618943933
1749,chr15,349356,349356,1,0.619608688
648,chr19,423205,423205,1,0.619828647
1429,chr10,241049,241049,1,0.619835231
433,chr15,347509,347509,1,0.619861567
2268,chr4,112592,112592,1,0.619992518
1173,chr7,206602,206602,1,0.620216623
1603,chr12,298238,298238,1,0.620371716
1325,chr1,8202,8202,1,0.620693607
23,chr1,4227,4227,1,0.620968922
17,chr1,2959,2959,1,0.622318914
1950,chr19,420897,420897,1,0.622746396
2255,chr4,108837,108837,1,0.624103704
1335,chr1,11599,11599,1,0.62460044
962,chr5,123933,123933,1,0.625225202
31,chr1,5123,5123,1,0.6255766
2109,chr20,440825,440825,1,0.62581436
2619,chr8,219103,219103,1,0.62665835
1490,chr10,259207,259207,1,0.627765948
1838,chr17,377209,377209,1,0.627845202
2438,chr6,159839,159839,1,0.627883243
1567,chr11,288135,288135,1,0.628117102
140,chr10,240316,240316,1,0.628259515
1462,chr10,248708,248708,1,0.62855702
1379,chr1,33177,33177,1,0.629049367
2394,chr6,150788,150788,1,0.629433686
392,chr14,328744,328744,1,0.630349613
981,chr5,130782,130782,1,0.630792945
504,chr17,374455,374455,1,0.63086537
1669,chr13,319817,319817,1,0.630865614
1224,chr8,218995,218995,1,0.631044849
1023,chr6,145147,145147,1,0.631384786
846,chr3,86401,86401,1,0.631955655
467,chr16,363728,363728,1,0.63263309
1487,chr10,259072,259072,1,0.632698444
1535,chr11,277248,277248,1,0.633825551
2253,chr4,108582,108582,1,0.634010882
1136,chr7,187483,187483,1,0.634763668
1050,chr6,155838,155838,1,0.635276012
2409,chr6,154750,154750,1,0.636283873
643,chr19,421952,421952,1,0.636992521
1745,chr15,347505,347505,1,0.637780423
1273,chr9,236924,236924,1,0.638049154
2583,chr7,208371,208371,1,0.638110362
1375,chr1,29755,29755,1,0.638169375
1258,chr9,229098,229098,1,0.638865099
50,chr1,11764,11764,1,0.639388173
204,chr11,261591,261591,1,0.639485228
895,chr4,105186,105186,1,0.63982175
742,chr2,70172,70172,1,0.640274105
867,chr3,94747,94747,1,0.640299466
1011,chr5,143287,143287,1,0.641053716
2423,chr6,156875,156875,1,0.641422671
1459,chr10,247719,247719,1,0.641760901
364,chr13,318801,318801,1,0.642715845
842,chr3,83701,83701,1,0.642995305
658,chr19,425739,425739,1,0.64314479
935,chr4,119929,119929,1,0.643980731
1323,chr1,7602,7602,1,0.644803017
911,chr4,110083,110083,1,0.64494226
1419,chr10,239069,239069,1,0.644967377
322,chr12,301510,301510,1,0.645245862
421,chr15,340632,340632,1,0.645333894
606,chr18,405407,405407,1,0.645641885
734,chr2,64167,64167,1,0.645861844
2017,chr2,54065,54065,1,0.646321759
942,chr4,121107,121107,1,0.646377358
452,chr16,357066,357066,1,0.646452222
462,chr16,362922,362922,1,0.646546351
2144,chr22,451882,451882,1,0.646740461
1380,chr1,33199,33199,1,0.646821178
645,chr19,422063,422063,1,0.646900919
2657,chr9,230591,230591,1,0.648113376
1702,chr14,333938,333938,1,0.650503175
2254,chr4,108810,108810,1,0.650619494
619,chr19,411488,411488,1,0.650813848
1102,chr6,176894,176894,1,0.650980647
1423,chr10,239711,239711,1,0.651109647
273,chr11,284025,284025,1,0.651295954
1686,chr14,328087,328087,1,0.651382279
773,chr20,432190,432190,1,0.652037279
2537,chr7,192001,192001,1,0.652909312
1034,chr6,151263,151263,1,0.652915408
27,chr1,4367,4367,1,0.653107323
929,chr4,116787,116787,1,0.654130547
899,chr4,105485,105485,1,0.655290575
399,chr14,332598,332598,1,0.655977033
1062,chr6,159812,159812,1,0.656060188
1312,chr1,3746,3746,1,0.656075063
1432,chr10,241496,241496,1,0.656975139
196,chr10,260908,260908,1,0.657866924
2030,chr2,59206,59206,1,0.658071033
1938,chr19,416969,416969,1,0.658472909
722,chr2,60962,60962,1,0.659956291
214,chr11,262951,262951,1,0.660991952
2217,chr3,99194,99194,1,0.661235809
2681,chr9,235493,235493,1,0.66150966
2021,chr2,54912,54912,1,0.661863741
2180,chr3,85463,85463,1,0.662123448
2643,chr8,226572,226572,1,0.662720166
1793,chr16,360143,360143,1,0.662749429
2628,chr8,222905,222905,1,0.66276845
163,chr10,251114,251114,1,0.663365656
1128,chr7,187030,187030,1,0.663375898
1993,chr19,430944,430944,1,0.664425458
2590,chr8,209357,209357,1,0.664839284
394,chr14,330692,330692,1,0.664918049
2143,chr22,451873,451873,1,0.664962431
146,chr10,244059,244059,1,0.665291638
102,chr1,31611,31611,1,0.665564514
1137,chr7,188489,188489,1,0.665744968
167,chr10,252544,252544,1,0.665921277
1806,chr16,363520,363520,1,0.66672503
546,chr17,385869,385869,1,0.66767217
2314,chr5,126343,126343,1,0.668003816
2636,chr8,223992,223992,1,0.668093068
1842,chr17,379879,379879,1,0.668330097
1998,chr2,46398,46398,1,0.668691736
1143,chr7,189940,189940,1,0.668968758
649,chr19,423376,423376,1,0.668994363
561,chr17,389030,389030,1,0.669318205
255,chr11,278762,278762,1,0.669531336
1591,chr12,293148,293148,1,0.669747393
240,chr11,271595,271595,1,0.670269491
1384,chr1,35504,35504,1,0.671446101
2275,chr4,115938,115938,1,0.671890653
2310,chr5,125344,125344,1,0.67211305
2720,chrX,460472,460472,1,0.672570526
454,chr16,357605,357605,1,0.672591498
569,chr17,392960,392960,1,0.672752199
775,chr20,433280,433280,1,0.673082138
2532,chr7,190296,190296,1,0.673106767
1860,chr17,383971,383971,1,0.673137493
941,chr4,120976,120976,1,0.673141883
1891,chr17,398577,398577,1,0.67391491
