,chr,length,start,end,p
23226,chr7,2,189926,189927,0.01
23227,chr7,1,189934,189934,0.01
23228,chr7,4,189956,189959,0.01
23229,chr7,1,189962,189962,0.01
23230,chr7,1,189974,189974,0.01
23231,chr7,1,189979,189979,0.01
23232,chr7,2,189997,189998,0.01
23233,chr7,1,190003,190003,0.01
23234,chr7,1,190007,190007,0.01
23235,chr7,2,190010,190011,0.01
23236,chr7,1,190021,190021,0.01
23237,chr7,2,190029,190030,0.01
23238,chr7,1,190037,190037,0.01
23239,chr7,1,190043,190043,0.01
23240,chr7,2,190056,190057,0.01
23241,chr7,1,190063,190063,0.01
23242,chr7,1,190087,190087,0.01
23243,chr7,1,190090,190090,0.01
23244,chr7,1,190100,190100,0.01
23245,chr7,1,190105,190105,0.01
23246,chr7,4,190110,190113,0.01
23247,chr7,1,190116,190116,0.01
23248,chr7,1,190125,190125,0.01
23249,chr7,1,190130,190130,0.01
23250,chr7,3,190133,190135,0.01
23251,chr7,1,190145,190145,0.01
23252,chr7,1,190156,190156,0.01
23253,chr7,3,190165,190167,0.01
23254,chr7,1,190172,190172,0.01
23255,chr7,1,190176,190176,0.01
23256,chr7,4,190182,190185,0.01
23257,chr7,1,190189,190189,0.01
23258,chr7,1,190195,190195,0.01
23259,chr7,1,190210,190210,0.01
23260,chr7,1,190215,190215,0.01
23261,chr7,1,190229,190229,0.01
23262,chr7,1,190244,190244,0.01
23263,chr7,1,190249,190249,0.01
23264,chr7,1,190264,190264,0.01
23265,chr7,1,190267,190267,0.01
23266,chr7,1,190273,190273,0.01
23267,chr7,2,190283,190284,0.01
23268,chr7,1,190296,190296,0.01
23269,chr7,1,190315,190315,0.01
23270,chr7,1,190323,190323,0.01
23271,chr7,1,190331,190331,0.01
23272,chr7,1,190344,190344,0.01
23273,chr7,1,190347,190347,0.01
23274,chr7,1,190353,190353,0.01
23275,chr7,1,190361,190361,0.01
23276,chr7,1,190367,190367,0.01
23277,chr7,1,190387,190387,0.01
23278,chr7,2,190390,190391,0.01
23279,chr7,1,190400,190400,0.01
23280,chr7,1,190405,190405,0.01
23281,chr7,1,190408,190408,0.01
23282,chr7,1,190422,190422,0.01
23283,chr7,1,190426,190426,0.01
23284,chr7,1,190442,190442,0.01
23285,chr7,1,190475,190475,0.01
23286,chr7,1,190484,190484,0.01
23287,chr7,2,190488,190489,0.01
23288,chr7,1,190525,190525,0.01
23289,chr7,1,190529,190529,0.01
23290,chr7,1,190538,190538,0.01
23291,chr7,1,190546,190546,0.01
23292,chr7,3,190570,190572,0.01
23293,chr7,1,190574,190574,0.01
23294,chr7,1,190599,190599,0.01
23295,chr7,1,190616,190616,0.01
23296,chr7,1,190628,190628,0.01
23297,chr7,1,190632,190632,0.01
23298,chr7,1,190635,190635,0.01
23299,chr7,1,190647,190647,0.01
23300,chr7,4,190650,190653,0.01
23301,chr7,3,190663,190665,0.01
23302,chr7,1,190675,190675,0.01
23303,chr7,1,190680,190680,0.01
23304,chr7,1,190705,190705,0.01
23305,chr7,1,190718,190718,0.01
23306,chr7,1,190721,190721,0.01
23307,chr7,2,190737,190738,0.01
23308,chr7,1,190751,190751,0.01
23309,chr7,1,190757,190757,0.01
23310,chr7,1,190762,190762,0.01
23311,chr7,1,190767,190767,0.01
23312,chr7,2,190775,190776,0.01
23313,chr7,2,190783,190784,0.01
23314,chr7,1,190791,190791,0.01
23315,chr7,1,190799,190799,0.01
23316,chr7,1,190816,190816,0.01
23317,chr7,1,190818,190818,0.01
23318,chr7,1,190824,190824,0.01
23319,chr7,2,190833,190834,0.01
23320,chr7,1,190838,190838,0.01
23321,chr7,1,190844,190844,0.01
23322,chr7,1,190852,190852,0.01
23323,chr7,1,190898,190898,0.01
23324,chr7,1,190902,190902,0.01
23325,chr7,1,190907,190907,0.01
23326,chr7,3,190915,190917,0.01
23327,chr7,1,190929,190929,0.01
23328,chr7,1,190931,190931,0.01
23329,chr7,1,190940,190940,0.01
23330,chr7,1,190942,190942,0.01
23331,chr7,1,190949,190949,0.01
23332,chr7,1,190958,190958,0.01
23333,chr7,1,190960,190960,0.01
23334,chr7,1,190962,190962,0.01
23335,chr7,1,190964,190964,0.01
23336,chr7,1,190975,190975,0.01
23337,chr7,2,190991,190992,0.01
23338,chr7,1,191013,191013,0.01
23339,chr7,1,191022,191022,0.01
23340,chr7,1,191027,191027,0.01
23341,chr7,1,191043,191043,0.01
23342,chr7,2,191062,191063,0.01
23343,chr7,1,191072,191072,0.01
23344,chr7,1,191079,191079,0.01
23345,chr7,1,191092,191092,0.01
23346,chr7,1,191095,191095,0.01
23347,chr7,1,191099,191099,0.01
23348,chr7,1,191112,191112,0.01
23349,chr7,1,191116,191116,0.01
23350,chr7,1,191127,191127,0.01
23351,chr7,2,191129,191130,0.01
23352,chr7,1,191138,191138,0.01
23353,chr7,1,191140,191140,0.01
23354,chr7,4,191148,191151,0.01
23355,chr7,1,191154,191154,0.01
23356,chr7,4,191158,191161,0.01
23357,chr7,1,191166,191166,0.01
23358,chr7,1,191169,191169,0.01
23359,chr7,2,191172,191173,0.01
23360,chr7,1,191179,191179,0.01
23361,chr7,1,191195,191195,0.01
23362,chr7,2,191203,191204,0.01
23363,chr7,1,191215,191215,0.01
23364,chr7,1,191217,191217,0.01
23365,chr7,1,191224,191224,0.01
23366,chr7,1,191232,191232,0.01
23367,chr7,2,191234,191235,0.01
23368,chr7,2,191237,191238,0.01
23369,chr7,1,191241,191241,0.01
23370,chr7,1,191254,191254,0.01
23371,chr7,1,191266,191266,0.01
23372,chr7,2,191278,191279,0.01
23373,chr7,2,191293,191294,0.01
23374,chr7,1,191315,191315,0.01
23375,chr7,1,191317,191317,0.01
23376,chr7,1,191325,191325,0.01
23377,chr7,2,191327,191328,0.01
23378,chr7,2,191330,191331,0.01
23379,chr7,1,191333,191333,0.01
23380,chr7,1,191339,191339,0.01
23381,chr7,2,191346,191347,0.01
23382,chr7,1,191349,191349,0.01
23383,chr7,1,191358,191358,0.01
23384,chr7,1,191362,191362,0.01
23385,chr7,1,191364,191364,0.01
23386,chr7,2,191368,191369,0.01
23387,chr7,1,191376,191376,0.01
23388,chr7,1,191380,191380,0.01
23389,chr7,1,191388,191388,0.01
23390,chr7,1,191402,191402,0.01
23391,chr7,1,191405,191405,0.01
23392,chr7,1,191408,191408,0.01
23393,chr7,1,191418,191418,0.01
23394,chr7,1,191424,191424,0.01
23395,chr7,1,191432,191432,0.01
23396,chr7,1,191437,191437,0.01
23397,chr7,2,191447,191448,0.01
23398,chr7,1,191450,191450,0.01
23399,chr7,1,191453,191453,0.01
23400,chr7,1,191459,191459,0.01
23401,chr7,1,191461,191461,0.01
23402,chr7,3,191468,191470,0.01
23403,chr7,2,191472,191473,0.01
23404,chr7,2,191477,191478,0.01
23405,chr7,1,191493,191493,0.01
23406,chr7,1,191495,191495,0.01
23407,chr7,1,191506,191506,0.01
23408,chr7,1,191513,191513,0.01
23409,chr7,1,191515,191515,0.01
23410,chr7,1,191520,191520,0.01
23411,chr7,1,191534,191534,0.01
23412,chr7,2,191545,191546,0.01
23413,chr7,2,191551,191552,0.01
23414,chr7,1,191556,191556,0.01
23415,chr7,1,191559,191559,0.01
23416,chr7,1,191565,191565,0.01
23417,chr7,1,191570,191570,0.01
23418,chr7,1,191580,191580,0.01
23419,chr7,1,191587,191587,0.01
23420,chr7,1,191593,191593,0.01
23421,chr7,1,191598,191598,0.01
23422,chr7,1,191605,191605,0.01
23423,chr7,1,191607,191607,0.01
23424,chr7,1,191610,191610,0.01
23425,chr7,2,191617,191618,0.01
23426,chr7,1,191627,191627,0.01
23427,chr7,2,191629,191630,0.01
23428,chr7,1,191636,191636,0.01
23429,chr7,1,191647,191647,0.01
23430,chr7,1,191652,191652,0.01
23431,chr7,1,191667,191667,0.01
23432,chr7,2,191675,191676,0.01
23433,chr7,1,191680,191680,0.01
23434,chr7,2,191684,191685,0.01
23435,chr7,1,191695,191695,0.01
23436,chr7,1,191717,191717,0.01
23437,chr7,1,191725,191725,0.01
23438,chr7,1,191733,191733,0.01
23439,chr7,1,191737,191737,0.01
23440,chr7,1,191740,191740,0.01
23441,chr7,1,191743,191743,0.01
23442,chr7,2,191745,191746,0.01
23443,chr7,1,191758,191758,0.01
23444,chr7,1,191767,191767,0.01
23445,chr7,1,191779,191779,0.01
23446,chr7,1,191782,191782,0.01
23447,chr7,1,191792,191792,0.01
23448,chr7,1,191800,191800,0.01
23449,chr7,1,191821,191821,0.01
23450,chr7,1,191824,191824,0.01
23451,chr7,1,191832,191832,0.01
23452,chr7,2,191834,191835,0.01
23453,chr7,1,191846,191846,0.01
23454,chr7,1,191848,191848,0.01
23455,chr7,1,191855,191855,0.01
23456,chr7,1,191858,191858,0.01
23457,chr7,4,191863,191866,0.01
23458,chr7,3,191875,191877,0.01
23459,chr7,2,191881,191882,0.01
23460,chr7,1,191884,191884,0.01
23461,chr7,1,191892,191892,0.01
23462,chr7,1,191894,191894,0.01
23463,chr7,1,191900,191900,0.01
23464,chr7,2,191905,191906,0.01
23465,chr7,1,191912,191912,0.01
23466,chr7,2,191920,191921,0.01
23467,chr7,1,191932,191932,0.01
23468,chr7,1,191934,191934,0.01
23469,chr7,1,191942,191942,0.01
23470,chr7,1,191946,191946,0.01
23471,chr7,1,191950,191950,0.01
23472,chr7,1,191964,191964,0.01
23473,chr7,2,191969,191970,0.01
23474,chr7,1,191974,191974,0.01
23475,chr7,1,191981,191981,0.01
23476,chr7,1,191989,191989,0.01
23477,chr7,1,191991,191991,0.01
23478,chr7,1,191994,191994,0.01
23479,chr7,1,191996,191996,0.01
23480,chr7,6,192003,192008,0.01
23481,chr7,2,192011,192012,0.01
23482,chr7,1,192015,192015,0.01
23483,chr7,1,192019,192019,0.01
23484,chr7,3,192055,192057,0.01
23485,chr7,2,192061,192062,0.01
23486,chr7,1,192078,192078,0.01
23487,chr7,1,192081,192081,0.01
23488,chr7,7,192084,192090,0.01
23489,chr7,2,192104,192105,0.01
23490,chr7,1,192107,192107,0.01
23491,chr7,1,192114,192114,0.01
23492,chr7,1,192126,192126,0.01
23493,chr7,1,192133,192133,0.01
23494,chr7,1,192144,192144,0.01
23495,chr7,2,192147,192148,0.01
23496,chr7,1,192150,192150,0.01
23497,chr7,1,192159,192159,0.01
23498,chr7,3,192164,192166,0.01
23499,chr7,1,192169,192169,0.01
23500,chr7,1,192173,192173,0.01
23501,chr7,1,192178,192178,0.01
23502,chr7,1,192185,192185,0.01
23503,chr7,1,192189,192189,0.01
23504,chr7,3,192199,192201,0.01
23505,chr7,1,192204,192204,0.01
23506,chr7,1,192208,192208,0.01
23507,chr7,1,192213,192213,0.01
23508,chr7,1,192215,192215,0.01
23509,chr7,1,192223,192223,0.01
23510,chr7,2,192228,192229,0.01
23511,chr7,1,192231,192231,0.01
23512,chr7,1,192233,192233,0.01
23513,chr7,1,192253,192253,0.01
23514,chr7,1,192258,192258,0.01
23515,chr7,1,192266,192266,0.01
23516,chr7,3,192270,192272,0.01
23517,chr7,1,192276,192276,0.01
23518,chr7,1,192284,192284,0.01
23519,chr7,1,192291,192291,0.01
23520,chr7,1,192295,192295,0.01
23521,chr7,1,192297,192297,0.01
23522,chr7,1,192304,192304,0.01
23523,chr7,1,192306,192306,0.01
23524,chr7,2,192311,192312,0.01
23525,chr7,1,192319,192319,0.01
23526,chr7,1,192322,192322,0.01
23527,chr7,2,192328,192329,0.01
23528,chr7,1,192331,192331,0.01
23529,chr7,1,192336,192336,0.01
23530,chr7,1,192342,192342,0.01
23531,chr7,1,192344,192344,0.01
23532,chr7,1,192353,192353,0.01
23533,chr7,2,192356,192357,0.01
23534,chr7,2,192364,192365,0.01
23535,chr7,1,192368,192368,0.01
23536,chr7,1,192386,192386,0.01
23537,chr7,1,192401,192401,0.01
23538,chr7,1,192418,192418,0.01
23539,chr7,1,192433,192433,0.01
23540,chr7,1,192436,192436,0.01
23541,chr7,1,192440,192440,0.01
23542,chr7,1,192442,192442,0.01
23543,chr7,2,192447,192448,0.01
23544,chr7,1,192454,192454,0.01
23545,chr7,1,192456,192456,0.01
23546,chr7,1,192459,192459,0.01
23547,chr7,1,192462,192462,0.01
23548,chr7,1,192471,192471,0.01
23549,chr7,2,192477,192478,0.01
23550,chr7,1,192500,192500,0.01
23551,chr7,1,192511,192511,0.01
23552,chr7,1,192533,192533,0.01
23553,chr7,1,192539,192539,0.01
23554,chr7,1,192547,192547,0.01
23555,chr7,3,192557,192559,0.01
23556,chr7,2,192562,192563,0.01
23557,chr7,1,192569,192569,0.01
23558,chr7,1,192572,192572,0.01
23559,chr7,4,192575,192578,0.01
23560,chr7,2,192580,192581,0.01
23561,chr7,1,192583,192583,0.01
23562,chr7,1,192621,192621,0.01
23563,chr7,1,192656,192656,0.01
23564,chr7,1,192681,192681,0.01
23565,chr7,1,192686,192686,0.01
23566,chr7,2,192750,192751,0.01
23567,chr7,1,192770,192770,0.01
23568,chr7,1,192792,192792,0.01
23569,chr7,1,192797,192797,0.01
23570,chr7,1,192809,192809,0.01
23571,chr7,2,192843,192844,0.01
23572,chr7,1,192858,192858,0.01
23573,chr7,1,192895,192895,0.01
23574,chr7,1,192904,192904,0.01
23575,chr7,2,192921,192922,0.01
23576,chr7,1,192926,192926,0.01
23577,chr7,2,192935,192936,0.01
23578,chr7,2,192961,192962,0.01
23579,chr7,1,192964,192964,0.01
23580,chr7,1,192974,192974,0.01
23581,chr7,4,192987,192990,0.01
23582,chr7,1,193001,193001,0.01
23583,chr7,1,193004,193004,0.01
23584,chr7,4,193035,193038,0.01
23585,chr7,1,193060,193060,0.01
23586,chr7,1,193062,193062,0.01
23587,chr7,1,193081,193081,0.01
23588,chr7,1,193091,193091,0.01
23589,chr7,1,193096,193096,0.01
23590,chr7,2,193098,193099,0.01
23591,chr7,1,193106,193106,0.01
23592,chr7,1,193115,193115,0.01
23593,chr7,2,193127,193128,0.01
23594,chr7,1,193134,193134,0.01
23595,chr7,2,193137,193138,0.01
23596,chr7,1,193142,193142,0.01
23597,chr7,1,193161,193161,0.01
23598,chr7,1,193167,193167,0.01
23599,chr7,1,193188,193188,0.01
23600,chr7,1,193203,193203,0.01
23601,chr7,1,193215,193215,0.01
23602,chr7,1,193229,193229,0.01
23603,chr7,1,193231,193231,0.01
23604,chr7,1,193236,193236,0.01
23605,chr7,1,193240,193240,0.01
23606,chr7,1,193244,193244,0.01
23607,chr7,1,193252,193252,0.01
23608,chr7,1,193257,193257,0.01
23609,chr7,2,193259,193260,0.01
23610,chr7,1,193269,193269,0.01
23611,chr7,1,193274,193274,0.01
23612,chr7,1,193304,193304,0.01
23613,chr7,2,193311,193312,0.01
23614,chr7,1,193323,193323,0.01
23615,chr7,1,193326,193326,0.01
23616,chr7,1,193330,193330,0.01
23617,chr7,1,193339,193339,0.01
23618,chr7,2,193348,193349,0.01
23619,chr7,1,193356,193356,0.01
23620,chr7,2,193359,193360,0.01
23621,chr7,1,193364,193364,0.01
23622,chr7,1,193395,193395,0.01
23623,chr7,2,193398,193399,0.01
23624,chr7,1,193405,193405,0.01
23625,chr7,3,193440,193442,0.01
23626,chr7,1,193458,193458,0.01
23627,chr7,1,193478,193478,0.01
23628,chr7,1,193499,193499,0.01
23629,chr7,1,193516,193516,0.01
23630,chr7,2,193534,193535,0.01
23631,chr7,1,193556,193556,0.01
23632,chr7,1,193590,193590,0.01
23633,chr7,1,193595,193595,0.01
23634,chr7,1,193602,193602,0.01
23635,chr7,1,193619,193619,0.01
23636,chr7,1,193624,193624,0.01
23637,chr7,1,193632,193632,0.01
23638,chr7,1,193634,193634,0.01
23639,chr7,1,193639,193639,0.01
23640,chr7,1,193642,193642,0.01
23641,chr7,1,193663,193663,0.01
23642,chr7,1,193672,193672,0.01
23643,chr7,1,193674,193674,0.01
23644,chr7,1,193680,193680,0.01
23645,chr7,1,193687,193687,0.01
23646,chr7,1,193722,193722,0.01
23647,chr7,1,193725,193725,0.01
23648,chr7,1,193733,193733,0.01
23649,chr7,1,193735,193735,0.01
23650,chr7,1,193762,193762,0.01
23651,chr7,1,193772,193772,0.01
23652,chr7,1,193784,193784,0.01
23653,chr7,1,193794,193794,0.01
23654,chr7,2,193797,193798,0.01
23655,chr7,1,193800,193800,0.01
23656,chr7,1,193805,193805,0.01
23657,chr7,1,193812,193812,0.01
23658,chr7,1,193826,193826,0.01
23659,chr7,1,193829,193829,0.01
23660,chr7,1,193844,193844,0.01
23661,chr7,1,193862,193862,0.01
23662,chr7,1,193868,193868,0.01
23663,chr7,1,193874,193874,0.01
23664,chr7,1,193884,193884,0.01
23665,chr7,1,193889,193889,0.01
23666,chr7,1,193922,193922,0.01
23667,chr7,1,193934,193934,0.01
23668,chr7,1,193938,193938,0.01
23669,chr7,2,193951,193952,0.01
23670,chr7,1,193955,193955,0.01
23671,chr7,1,193963,193963,0.01
23672,chr7,1,193967,193967,0.01
23673,chr7,1,193973,193973,0.01
23674,chr7,2,193976,193977,0.01
23675,chr7,1,194058,194058,0.01
23676,chr7,1,194075,194075,0.01
23677,chr7,1,194080,194080,0.01
23678,chr7,1,194117,194117,0.01
23679,chr7,1,194123,194123,0.01
23680,chr7,1,194145,194145,0.01
23681,chr7,1,194151,194151,0.01
23682,chr7,1,194157,194157,0.01
23683,chr7,1,194161,194161,0.01
23684,chr7,1,194176,194176,0.01
23685,chr7,1,194187,194187,0.01
23686,chr7,1,194228,194228,0.01
23687,chr7,1,194230,194230,0.01
23688,chr7,1,194232,194232,0.01
23689,chr7,1,194236,194236,0.01
23690,chr7,1,194248,194248,0.01
23691,chr7,1,194252,194252,0.01
23692,chr7,1,194265,194265,0.01
23693,chr7,1,194280,194280,0.01
23694,chr7,1,194286,194286,0.01
23695,chr7,1,194289,194289,0.01
23696,chr7,1,194312,194312,0.01
23697,chr7,1,194316,194316,0.01
23698,chr7,1,194321,194321,0.01
23699,chr7,1,194336,194336,0.01
23700,chr7,1,194343,194343,0.01
23701,chr7,1,194349,194349,0.01
23702,chr7,3,194358,194360,0.01
23703,chr7,1,194362,194362,0.01
23704,chr7,1,194364,194364,0.01
23705,chr7,1,194366,194366,0.01
23706,chr7,1,194391,194391,0.01
23707,chr7,1,194393,194393,0.01
23708,chr7,4,194412,194415,0.01
23709,chr7,1,194423,194423,0.01
23710,chr7,1,194430,194430,0.01
23711,chr7,1,194449,194449,0.01
23712,chr7,1,194460,194460,0.01
23713,chr7,1,194464,194464,0.01
23714,chr7,1,194475,194475,0.01
23715,chr7,2,194478,194479,0.01
23716,chr7,1,194516,194516,0.01
23717,chr7,1,194522,194522,0.01
23718,chr7,1,194541,194541,0.01
23719,chr7,2,194543,194544,0.01
23720,chr7,1,194551,194551,0.01
23721,chr7,1,194558,194558,0.01
23722,chr7,1,194582,194582,0.01
23723,chr7,1,194584,194584,0.01
23724,chr7,1,194598,194598,0.01
23725,chr7,1,194613,194613,0.01
23726,chr7,1,194620,194620,0.01
23727,chr7,1,194622,194622,0.01
23728,chr7,1,194640,194640,0.01
23729,chr7,1,194676,194676,0.01
23730,chr7,1,194689,194689,0.01
23731,chr7,2,194691,194692,0.01
23732,chr7,2,194706,194707,0.01
23733,chr7,1,194709,194709,0.01
23734,chr7,1,194722,194722,0.01
23735,chr7,1,194724,194724,0.01
23736,chr7,1,194731,194731,0.01
23737,chr7,1,194749,194749,0.01
23738,chr7,1,194759,194759,0.01
23739,chr7,3,194765,194767,0.01
23740,chr7,1,194775,194775,0.01
23741,chr7,1,194780,194780,0.01
23742,chr7,1,194784,194784,0.01
23743,chr7,1,194802,194802,0.01
23744,chr7,2,194825,194826,0.01
23745,chr7,1,194841,194841,0.01
23746,chr7,1,194843,194843,0.01
23747,chr7,1,194846,194846,0.01
23748,chr7,2,194852,194853,0.01
23749,chr7,1,194873,194873,0.01
23750,chr7,1,194885,194885,0.01
23751,chr7,2,194924,194925,0.01
23752,chr7,1,194950,194950,0.01
23753,chr7,1,194956,194956,0.01
23754,chr7,1,194963,194963,0.01
23755,chr7,1,194966,194966,0.01
23756,chr7,1,194973,194973,0.01
23757,chr7,1,194982,194982,0.01
23758,chr7,1,194984,194984,0.01
23759,chr7,1,194993,194993,0.01
23760,chr7,1,195013,195013,0.01
23761,chr7,1,195019,195019,0.01
23762,chr7,2,195022,195023,0.01
23763,chr7,2,195031,195032,0.01
23764,chr7,1,195039,195039,0.01
23765,chr7,1,195053,195053,0.01
23766,chr7,1,195063,195063,0.01
23767,chr7,1,195065,195065,0.01
23768,chr7,1,195089,195089,0.01
23769,chr7,1,195091,195091,0.01
23770,chr7,1,195099,195099,0.01
23771,chr7,1,195121,195121,0.01
23772,chr7,1,195123,195123,0.01
23773,chr7,1,195136,195136,0.01
23774,chr7,1,195144,195144,0.01
23775,chr7,2,195146,195147,0.01
23776,chr7,1,195151,195151,0.01
23777,chr7,1,195174,195174,0.01
23778,chr7,1,195181,195181,0.01
23779,chr7,1,195187,195187,0.01
23780,chr7,1,195197,195197,0.01
23781,chr7,1,195201,195201,0.01
23782,chr7,2,195204,195205,0.01
23783,chr7,1,195218,195218,0.01
23784,chr7,1,195220,195220,0.01
23785,chr7,1,195227,195227,0.01
23786,chr7,1,195251,195251,0.01
23787,chr7,1,195258,195258,0.01
23788,chr7,1,195267,195267,0.01
23789,chr7,1,195274,195274,0.01
23790,chr7,1,195286,195286,0.01
23791,chr7,1,195302,195302,0.01
23792,chr7,1,195316,195316,0.01
23793,chr7,1,195342,195342,0.01
23794,chr7,1,195367,195367,0.01
23795,chr7,1,195372,195372,0.01
23796,chr7,1,195374,195374,0.01
23797,chr7,1,195381,195381,0.01
23798,chr7,1,195384,195384,0.01
23799,chr7,1,195386,195386,0.01
23800,chr7,1,195395,195395,0.01
23801,chr7,1,195403,195403,0.01
23802,chr7,1,195419,195419,0.01
23803,chr7,2,195440,195441,0.01
23804,chr7,1,195458,195458,0.01
23805,chr7,1,195471,195471,0.01
23806,chr7,1,195474,195474,0.01
23807,chr7,1,195481,195481,0.01
23808,chr7,1,195506,195506,0.01
23809,chr7,1,195510,195510,0.01
23810,chr7,1,195520,195520,0.01
23811,chr7,1,195535,195535,0.01
23812,chr7,4,195540,195543,0.01
23813,chr7,1,195551,195551,0.01
23814,chr7,1,195569,195569,0.01
23815,chr7,1,195588,195588,0.01
23816,chr7,1,195620,195620,0.01
23817,chr7,1,195623,195623,0.01
23818,chr7,2,195625,195626,0.01
23819,chr7,1,195646,195646,0.01
23820,chr7,2,195648,195649,0.01
23821,chr7,1,195663,195663,0.01
23822,chr7,2,195669,195670,0.01
23823,chr7,1,195689,195689,0.01
23824,chr7,1,195692,195692,0.01
23825,chr7,1,195697,195697,0.01
23826,chr7,1,195701,195701,0.01
23827,chr7,1,195705,195705,0.01
23828,chr7,1,195708,195708,0.01
23829,chr7,2,195721,195722,0.01
23830,chr7,1,195724,195724,0.01
23831,chr7,2,195730,195731,0.01
23832,chr7,1,195742,195742,0.01
23833,chr7,1,195765,195765,0.01
23834,chr7,1,195767,195767,0.01
23835,chr7,1,195770,195770,0.01
23836,chr7,1,195774,195774,0.01
23837,chr7,1,195781,195781,0.01
23838,chr7,2,195785,195786,0.01
23839,chr7,1,195788,195788,0.01
23840,chr7,1,195796,195796,0.01
23841,chr7,1,195798,195798,0.01
23842,chr7,1,195802,195802,0.01
23843,chr7,1,195806,195806,0.01
23844,chr7,1,195810,195810,0.01
23845,chr7,2,195823,195824,0.01
23846,chr7,1,195826,195826,0.01
23847,chr7,1,195830,195830,0.01
23848,chr7,2,195848,195849,0.01
23849,chr7,1,195864,195864,0.01
23850,chr7,1,195870,195870,0.01
23851,chr7,1,195881,195881,0.01
23852,chr7,1,195899,195899,0.01
23853,chr7,1,195903,195903,0.01
23854,chr7,1,195907,195907,0.01
23855,chr7,1,195910,195910,0.01
23856,chr7,1,195915,195915,0.01
23857,chr7,1,195917,195917,0.01
23858,chr7,2,195921,195922,0.01
23859,chr7,1,195934,195934,0.01
23860,chr7,1,195936,195936,0.01
23861,chr7,1,195957,195957,0.01
23862,chr7,2,195970,195971,0.01
23863,chr7,1,195994,195994,0.01
23864,chr7,1,196000,196000,0.01
23865,chr7,1,196019,196019,0.01
23866,chr7,1,196022,196022,0.01
23867,chr7,2,196026,196027,0.01
23868,chr7,1,196029,196029,0.01
23869,chr7,1,196034,196034,0.01
23870,chr7,4,196051,196054,0.01
23871,chr7,4,196059,196062,0.01
23872,chr7,1,196064,196064,0.01
23873,chr7,1,196067,196067,0.01
23874,chr7,3,196075,196077,0.01
23875,chr7,1,196079,196079,0.01
23876,chr7,2,196085,196086,0.01
23877,chr7,3,196093,196095,0.01
23878,chr7,1,196100,196100,0.01
23879,chr7,1,196103,196103,0.01
23880,chr7,1,196108,196108,0.01
23881,chr7,1,196114,196114,0.01
23882,chr7,1,196123,196123,0.01
23883,chr7,1,196125,196125,0.01
23884,chr7,2,196128,196129,0.01
23885,chr7,2,196132,196133,0.01
23886,chr7,6,196139,196144,0.01
23887,chr7,4,196148,196151,0.01
23888,chr7,2,196162,196163,0.01
23889,chr7,4,196165,196168,0.01
23890,chr7,1,196187,196187,0.01
23891,chr7,1,196222,196222,0.01
23892,chr7,1,196230,196230,0.01
23893,chr7,1,196246,196246,0.01
23894,chr7,3,196249,196251,0.01
23895,chr7,1,196260,196260,0.01
23896,chr7,2,196267,196268,0.01
23897,chr7,1,196275,196275,0.01
23898,chr7,1,196282,196282,0.01
23899,chr7,1,196287,196287,0.01
23900,chr7,4,196292,196295,0.01
23901,chr7,1,196325,196325,0.01
23902,chr7,2,196336,196337,0.01
23903,chr7,1,196340,196340,0.01
23904,chr7,1,196345,196345,0.01
23905,chr7,1,196394,196394,0.01
23906,chr7,1,196413,196413,0.01
23907,chr7,1,196416,196416,0.01
23908,chr7,1,196423,196423,0.01
23909,chr7,1,196432,196432,0.01
23910,chr7,1,196442,196442,0.01
23911,chr7,1,196452,196452,0.01
23912,chr7,1,196469,196469,0.01
23913,chr7,1,196476,196476,0.01
23914,chr7,1,196480,196480,0.01
23915,chr7,2,196509,196510,0.01
23916,chr7,1,196517,196517,0.01
23917,chr7,1,196534,196534,0.01
23918,chr7,1,196541,196541,0.01
23919,chr7,1,196546,196546,0.01
23920,chr7,2,196552,196553,0.01
23921,chr7,1,196567,196567,0.01
23922,chr7,1,196581,196581,0.01
23923,chr7,1,196594,196594,0.01
23924,chr7,1,196598,196598,0.01
23925,chr7,1,196603,196603,0.01
23926,chr7,1,196620,196620,0.01
23927,chr7,1,196623,196623,0.01
23928,chr7,1,196636,196636,0.01
23929,chr7,1,196665,196665,0.01
23930,chr7,1,196677,196677,0.01
23931,chr7,1,196683,196683,0.01
23932,chr7,1,196690,196690,0.01
23933,chr7,1,196716,196716,0.01
23934,chr7,1,196722,196722,0.01
23935,chr7,1,196728,196728,0.01
23936,chr7,1,196736,196736,0.01
23937,chr7,1,196739,196739,0.01
23938,chr7,1,196742,196742,0.01
23939,chr7,1,196754,196754,0.01
23940,chr7,1,196764,196764,0.01
23941,chr7,1,196773,196773,0.01
23942,chr7,1,196789,196789,0.01
23943,chr7,1,196795,196795,0.01
23944,chr7,2,196798,196799,0.01
23945,chr7,1,196804,196804,0.01
23946,chr7,1,196809,196809,0.01
23947,chr7,5,196814,196818,0.01
23948,chr7,1,196822,196822,0.01
23949,chr7,1,196854,196854,0.01
23950,chr7,2,196860,196861,0.01
23951,chr7,1,196876,196876,0.01
23952,chr7,1,196880,196880,0.01
23953,chr7,2,196889,196890,0.01
23954,chr7,1,196906,196906,0.01
23955,chr7,1,196911,196911,0.01
23956,chr7,1,196924,196924,0.01
23957,chr7,4,196937,196940,0.01
23958,chr7,1,196960,196960,0.01
23959,chr7,1,196968,196968,0.01
23960,chr7,1,196983,196983,0.01
23961,chr7,1,196992,196992,0.01
