"","chr","start","end","value","area","cluster","indexStart","indexEnd","L","clusterL","p.value","fwer","p.valueArea","fwerArea"
"591","chr12",125172635,125172635,0.0387460121843697,0.0387460121843697,49088,308966,308966,1,1,0.505153274891531,1,0.534589233783225,1
"2942","chr15",77286232,77286232,-0.038745499782453,0.038745499782453,66170,348376,348376,1,1,0.505188642959647,1,0.534618412439421,1
"3429","chr3",194314457,194314457,-0.0387405681177724,0.0387405681177724,133336,101224,101224,1,1,0.505469819101174,1,0.534859504770416,1
"2109","chr7",22767390,22767390,0.0387383225996402,0.0387383225996402,166773,186318,186318,1,10,0.505604217760016,1,0.534977693064705,1
"3301","chr20",62677629,62677629,-0.0387316478337599,0.0387316478337599,117278,441102,441102,1,1,0.505985603427873,1,0.535311331840604,1
"2421","chr1",76254508,76254508,-0.0387303737111107,0.0387303737111107,9045,21726,21726,1,1,0.506057223765809,1,0.535372931225907,1
"3837","chr7",141951023,141951023,-0.0387295590963826,0.0387295590963826,174428,203291,203291,1,1,0.506113812674796,1,0.535420678117865,1
"3470","chr4",69340916,69340916,-0.0387283957998428,0.0387283957998428,137610,111453,111453,1,1,0.506179538334712,1,0.535477267026851,1
"1135","chr19",30363203,30363203,0.0387273971233732,0.0387273971233732,93834,418879,418879,1,4,0.506236716711501,1,0.535524424451007,1
"2875","chr14",59136470,59136470,-0.0387176200230481,0.0387176200230481,57353,328677,328677,1,1,0.506788163840218,1,0.536004545975689,1
"3086","chr18",3220532,3220532,-0.038716281884893,0.038716281884893,87158,401215,401215,1,5,0.506873341937598,1,0.536079408386535,1
"823","chr16",1587810,1587810,0.0387071723572063,0.0387071723572063,68991,355244,355244,1,4,0.507407105032257,1,0.536541256409357,1
"2415","chr1",48648592,48648592,-0.0387061849359815,0.0387061849359815,7495,18426,18426,1,2,0.507454557190314,1,0.536579571816483,1
"1455","chr21",45145841,45145841,0.0387054657465754,0.0387054657465754,118464,443988,443988,1,2,0.507496409404251,1,0.536614645150699,1
"163","chr1",161196208,161196208,0.0387043265933499,0.0387043265933499,13356,32327,32327,1,9,0.507574513888009,1,0.536684497085229,1
"1096","chr19",1325052,1325052,0.03869865576852,0.03869865576852,89811,407853,407853,1,4,0.507921415689452,1,0.53699131507614,1
"886","chr16",87351490,87351490,0.0386883215476459,0.0386883215476459,75804,371117,371117,1,8,0.508548314696818,1,0.53754364640656,1
"2578","chr10",52271899,52271899,-0.0386816597977669,0.0386816597977669,22816,245687,245687,1,1,0.508942373922416,1,0.537888485070696,1
"2613","chr10",90847168,90847168,-0.0386744611818891,0.0386744611818891,25106,250275,250275,1,1,0.509383001104368,1,0.538279891691186,1
"3340","chr3",37204814,37204814,-0.0386704925403499,0.0386704925403499,124396,82285,82285,1,1,0.509615251418333,1,0.538483258082856,1
"534","chr12",45444902,45444902,0.038663099009616,0.038663099009616,43222,294835,294835,1,17,0.510061773278305,1,0.538871717364336,1
"961","chr17",26634225,26634225,0.0386501444637595,0.0386501444637595,79963,381980,381980,1,6,0.510852249600709,1,0.5395587420875,1
"3631","chr6",30080968,30080968,-0.0386315335730852,0.0386315335730852,155743,153355,153355,1,9,0.511963691141272,1,0.540533427098012,1
"842","chr16",24865363,24865363,0.0386296803926142,0.0386296803926142,71343,360704,360704,1,2,0.512078932096551,1,0.54063304715654,1
"3863","chr8",29205555,29205555,-0.038622566498561,0.038622566498561,179067,214372,214372,1,12,0.512497748969831,1,0.540996159322536,1
"1770","chr5",16180062,16180062,0.038621530996657,0.038621530996657,144061,125733,125733,1,19,0.512562295694144,1,0.541056285038335,1
"688","chr14",24780734,24780734,0.0386136139264945,0.0386136139264945,56006,325607,325607,1,14,0.513032985733995,1,0.54146449149118,1
"2142","chr7",66386045,66386045,0.0386080093874811,0.0386080093874811,169689,192752,192752,1,8,0.513369866582805,1,0.541757456988745,1
"2915","chr15",33023586,33023586,-0.0386079169687099,0.0386079169687099,62539,340354,340354,1,2,0.513375761260825,1,0.541762467465062,1
"3157","chr2",1489909,1489909,-0.0386023927251462,0.0386023927251462,98541,45560,45560,1,1,0.513689652865359,1,0.542042464670984,1
"3278","chr20",4991784,4991784,-0.038598671834656,0.038598671834656,114206,432667,432667,1,5,0.513907461218176,1,0.542229031230299,1
"471","chr11",112096625,112096625,0.0385941675801425,0.0385941675801425,38173,283806,283806,1,14,0.514190111029208,1,0.542476018239313,1
"1657","chr4",7228343,7228343,0.0385935622682439,0.0385935622682439,135267,106514,106514,1,2,0.514228426436334,1,0.542508733702321,1
"1167","chr19",45885922,45885922,0.038592255823654,0.038592255823654,95747,424159,424159,1,3,0.514306825653992,1,0.542577111967346,1
"2046","chr6",158732600,158732600,0.0385914550413953,0.0385914550413953,163002,176252,176252,1,2,0.514353983078148,1,0.542618964181284,1
"2469","chr1",172557938,172557938,-0.0385883426444573,0.0385883426444573,14104,33936,33936,1,1,0.514534949693344,1,0.54277252054369,1
"3967","chrX",19818905,19818905,-0.0385789259360465,0.0385789259360465,191669,454685,454685,1,3,0.515087870491566,1,0.543251168398867,1
"2786","chr12",111589389,111589389,-0.0385722532512709,0.0385722532512709,47606,305142,305142,1,3,0.515502266356332,1,0.543611038491953,1
"1006","chr17",63555717,63555717,0.0385666432905753,0.0385666432905753,84183,392904,392904,1,3,0.515852704964586,1,0.543911667070943,1
"2220","chr8",19796561,19796561,0.0385591773618179,0.0385591773618179,178219,212431,212431,1,9,0.516292153210934,1,0.544302484223631,1
"2311","chr9",98981500,98981500,0.0385586977454759,0.0385586977454759,187704,232033,232033,1,4,0.516325752875645,1,0.544332252347629,1
"3664","chr6",32796216,32796216,-0.0385524065911236,0.0385524065911236,156416,160004,160004,1,33,0.516698001792572,1,0.544656164904797,1
"853","chr16",33357426,33357426,0.0385516912437529,0.0385516912437529,72277,363094,363094,1,3,0.516744569748925,1,0.544695364513626,1
"2187","chr7",150786082,150786082,0.038550661020596,0.038550661020596,175085,204860,204860,1,3,0.516804990198624,1,0.544748711349701,1
"1231","chr2",14774086,14774086,0.0385435030711317,0.0385435030711317,99665,48021,48021,1,11,0.51723176488723,1,0.545126854944648,1
"1698","chr4",84034390,84034390,0.0385426387703059,0.0385426387703059,138364,113013,113013,1,1,0.51728923799792,1,0.545179612312921,1
"3558","chr5",114938459,114938459,-0.0385425653113962,0.0385425653113962,147857,133585,133585,1,11,0.517294837942038,1,0.545184917523139,1
"1198","chr19",53466924,53466924,0.0385399656963077,0.0385399656963077,97244,428242,428242,1,16,0.517436899682306,1,0.545306937358141,1
"963","chr17",28049938,28049938,0.0385397618732317,0.0385397618732317,80207,382683,382683,1,1,0.517448983772246,1,0.545318137246378,1
"3072","chr17",67507798,67507798,-0.0385388065848336,0.0385388065848336,84463,393491,393491,1,1,0.517505572681233,1,0.545365294670533,1
"3616","chr6",25710535,25710535,-0.0385307272378535,0.0385307272378535,154953,149311,149311,1,3,0.51800544137728,1,0.545802679779574,1
"3592","chr5",175976214,175976214,-0.0385261643569603,0.0385261643569603,151984,142842,142842,1,5,0.51827865970348,1,0.546042887908866,1
"3897","chr8",118933411,118933411,-0.038521434615782,0.038521434615782,183048,222777,222777,1,1,0.518572509402748,1,0.546302548475622,1
"2128","chr7",43665740,43665740,0.0385172596812611,0.0385172596812611,168317,189800,189800,1,1,0.518827454227088,1,0.546522419965746,1
"909","chr17",656181,656181,0.0385128392798025,0.0385128392798025,77034,374413,374413,1,16,0.519095662076972,1,0.546760859691632,1
"3802","chr7",86825549,86825549,-0.038511803251051,0.038511803251051,170752,194887,194887,1,1,0.519156966728374,1,0.546813617059905,1
"2879","chr14",68779833,68779833,-0.0385113320498168,0.0385113320498168,57958,330015,330015,1,1,0.519188503255778,1,0.546841322046597,1
"854","chr16",33483591,33483591,0.0385076177302368,0.0385076177302368,72281,363104,363104,1,5,0.519411616818813,1,0.547035846421238,1
"620","chr13",23500153,23500153,0.0385061275605286,0.0385061275605286,50639,313068,313068,1,10,0.519499447521303,1,0.547111298299886,1
"1163","chr19",45281140,45281140,0.0385052363215711,0.0385052363215711,95623,423823,423823,1,6,0.519550731220072,1,0.547156392586735,1
"1901","chr6",21664652,21664652,0.0385049753061596,0.0385049753061596,154721,148872,148872,1,4,0.519565762649021,1,0.547168771410576,1
"2087","chr7",2551996,2551996,0.0384994110881159,0.0384994110881159,165397,182901,182901,1,4,0.519910011845355,1,0.547472936796378,1
"1778","chr5",43037411,43037411,0.0384966093353812,0.0384966093353812,144947,127550,127550,1,6,0.520080368040117,1,0.54761912481126,1
"570","chr12",104697224,104697224,0.0384926118747907,0.0384926118747907,46962,303665,303665,1,13,0.520327944516933,1,0.547836933164077,1
"1146","chr19",36979833,36979833,0.0384922623178007,0.0384922623178007,94410,420492,420492,1,19,0.520349165357803,1,0.547855206665938,1
"2860","chr14",22984401,22984401,-0.0384883492612152,0.0384883492612152,55695,324660,324660,1,1,0.520579942002263,1,0.548055036250796,1
"2001","chr6",74171350,74171350,0.0384853771206734,0.0384853771206734,159082,167888,167888,1,10,0.520754719205539,1,0.548205350540291,1
"1435","chr20",61783225,61783225,0.0384820900335504,0.0384820900335504,116961,440345,440345,1,1,0.520959854000615,1,0.548385432953785,1
"2715","chr11",115790529,115790529,-0.0384815629570445,0.0384815629570445,38433,284323,284323,1,1,0.520991095794118,1,0.548413727408278,1
"3856","chr8",10929599,10929599,-0.0384781864733381,0.0384781864733381,177630,211280,211280,1,4,0.521192693782382,1,0.548590567748861,1
"79","chr1",47079672,47079672,0.0384750385316256,0.0384750385316256,7367,18088,18088,1,1,0.521381323479004,1,0.548759155540216,1
"1165","chr19",45590882,45590882,0.0384724339944769,0.0384724339944769,95687,424000,424000,1,1,0.52154106925333,1,0.54889974361098,1
"2471","chr1",173155033,173155033,-0.0384665828039545,0.0384665828039545,14138,33975,33975,1,1,0.521921865453385,1,0.549235740258087,1
"1846","chr5",140787013,140787013,0.038453967085767,0.038453967085767,149638,137919,137919,1,6,0.522681984183989,1,0.549902133608183,1
"497","chr11",132951861,132951861,0.0384514529242002,0.0384514529242002,40230,288202,288202,1,3,0.522832593207386,1,0.550030637589006,1
"723","chr14",99584421,99584421,0.0384482595228572,0.0384482595228572,60134,334521,334521,1,5,0.523027412315928,1,0.550199520114262,1
"503","chr11",134632361,134632361,0.038445638938568,0.038445638938568,40430,288689,288689,1,2,0.523188631759759,1,0.550343644991837,1
"1646","chr4",1400189,1400189,0.0384423760680903,0.0384423760680903,134244,103754,103754,1,8,0.523381387730994,1,0.550515769590004,1
"1343","chr2",206548171,206548171,0.0384349746547276,0.0384349746547276,110292,70523,70523,1,1,0.523837635809697,1,0.550920733969939,1
"2294","chr8",145501817,145501817,0.0384325289443279,0.0384325289443279,185297,227682,227682,1,5,0.523983234356777,1,0.551053069491475,1
"1263","chr2",54832147,54832147,0.0384312574523583,0.0384312574523583,102230,53296,53296,1,1,0.524067822986356,1,0.551127931902322,1
"2783","chr12",110506707,110506707,-0.038430204123341,0.038430204123341,47505,304874,304874,1,3,0.524137969654787,1,0.551189826021526,1
"1494","chr22",42896985,42896985,0.0384300293360778,0.0384300293360778,121418,451181,451181,1,10,0.524147695873519,1,0.551198668038555,1
"3332","chr3",17073703,17073703,-0.0384265928915165,0.0384265928915165,123642,80783,80783,1,1,0.524361672685624,1,0.551384645130068,1
"3991","chrX",154843228,154843228,-0.0384226797442609,0.0384226797442609,195110,464470,464470,1,11,0.524607775492935,1,0.551601864015083,1
"73","chr1",42384365,42384365,0.0384105598398495,0.0384105598398495,6744,16444,16444,1,11,0.525356694335303,1,0.552259710082051,1
"1722","chr4",160025391,160025391,0.0384104495188988,0.0384104495188988,141173,118875,118875,1,7,0.52536494688453,1,0.552266783695674,1
"164","chr1",161368787,161368787,0.0383952359271676,0.0383952359271676,13381,32383,32383,1,10,0.526294242874292,1,0.553083491335265,1
"3232","chr2",174980524,174980524,-0.0383897150468938,0.0383897150468938,108803,67152,67152,1,1,0.526630828989201,1,0.553381467309147,1
"394","chr11",4629034,4629034,0.0383891914497996,0.0383891914497996,30375,265037,265037,1,11,0.526659712911496,1,0.55340651969073,1
"354","chr10",130832268,130832268,0.0383783030382088,0.0383783030382088,28229,257760,257760,1,3,0.527360295394105,1,0.554026050350571,1
"2688","chr11",64859700,64859700,-0.0383782060428871,0.0383782060428871,34665,275180,275180,1,1,0.527367369007728,1,0.554032534496393,1
"2207","chr8",7885901,7885901,0.038377128526598,0.038377128526598,177350,210676,210676,1,4,0.527436042006655,1,0.554094133881696,1
"255","chr10",1981436,1981436,0.0383725785888511,0.0383725785888511,19756,239068,239068,1,3,0.527723997027903,1,0.554349668173838,1
"3990","chrX",153284103,153284103,-0.0383724661818041,0.0383724661818041,194959,463999,463999,1,2,0.527729302238121,1,0.554354089182352,1
"883","chr16",85585356,85585356,0.0383696391319456,0.0383696391319456,75439,370164,370164,1,2,0.52790820571601,1,0.554511771819372,1
"1933","chr6",29648604,29648604,0.0383692064646124,0.0383692064646124,155617,152367,152367,1,22,0.527932668629791,1,0.554532992660242,1
"2539","chr10",264920,264920,-0.038363953925945,0.038363953925945,19331,237886,237886,1,1,0.528258054856463,1,0.554822421350995,1
"1724","chr4",165878742,165878742,0.0383602419606509,0.0383602419606509,141290,119109,119109,1,9,0.528482052621201,1,0.555018714129042,1
"805","chr15",92706125,92706125,0.0383597605943309,0.0383597605943309,67520,351280,351280,1,3,0.528510347075694,1,0.555043766510625,1
"2265","chr8",103750999,103750999,0.0383576165329673,0.0383576165329673,182570,221833,221833,1,4,0.528637966854815,1,0.555153996989588,1
"2428","chr1",101493828,101493828,-0.0383521637036674,0.0383521637036674,10190,24257,24257,1,1,0.528977205574833,1,0.555450794027866,1
"1942","chr6",29973221,29973221,0.0383481866495738,0.0383481866495738,155690,152899,152899,1,57,0.529230381995767,1,0.555672433921396,1
"3311","chr22",18706050,18706050,-0.0383462802113141,0.0383462802113141,119267,445695,445695,1,1,0.529345917684948,1,0.555775885520637,1
"1311","chr2",131354091,131354091,0.0383443844705069,0.0383443844705069,106751,63247,63247,1,1,0.529463221777534,1,0.555881694991086,1
"393","chr11",3647419,3647419,0.0383417970796132,0.0383417970796132,30292,264833,264833,1,6,0.529634462173999,1,0.556030240877175,1
"2717","chr11",118086770,118086770,-0.038333964669038,0.038333964669038,38679,284860,284860,1,2,0.530100141737533,1,0.556439920999525,1
"2912","chr15",27232105,27232105,-0.038330871553578,0.038330871553578,62114,339536,339536,1,1,0.530288771434155,1,0.556605856185772,1
"3297","chr20",56886118,56886118,-0.0383304763808919,0.0383304763808919,116433,438931,438931,1,1,0.530316181686945,1,0.55662943489785,1
"1790","chr5",69371421,69371421,0.0383253401884039,0.0383253401884039,145926,129621,129621,1,1,0.53063950477631,1,0.556916800451297,1
"27","chr1",9910137,9910137,0.0383238277947613,0.0383238277947613,2424,6399,6399,1,1,0.530731461753413,1,0.556996083870658,1
"3424","chr3",185978461,185978461,-0.0383228758997522,0.0383228758997522,132753,100104,100104,1,1,0.530791882203112,1,0.557049135972833,1
"3574","chr5",138613646,138613646,-0.0383219754956787,0.0383219754956787,149198,136497,136497,1,1,0.530848765846,1,0.557099240735998,1
"3287","chr20",32267661,32267661,-0.0383166153276896,0.0383166153276896,115073,435065,435065,1,1,0.531172088935365,1,0.557385722087742,1
"1238","chr2",26521417,26521417,0.0383055484381157,0.0383055484381157,100380,49506,49506,1,4,0.531867955675558,1,0.558004073811979,1
"722","chr14",97879656,97879656,0.038289946505074,0.038289946505074,60089,334453,334453,1,2,0.532804030545043,1,0.558823434056679,1
"149","chr1",151805661,151805661,0.0382877400303009,0.0382877400303009,12033,28847,28847,1,3,0.532941966010697,1,0.558947811762889,1
"370","chr10",135343193,135343193,0.0382832707885598,0.0382832707885598,29191,261031,261031,1,11,0.533229036830243,1,0.559196567175309,1
"3961","chr9",139796499,139796499,-0.0382800892126369,0.0382800892126369,190847,237120,237120,1,1,0.533420319131973,1,0.559362502361555,1
"546","chr12",54393971,54393971,0.0382799434339603,0.0382799434339603,44358,297812,297812,1,23,0.5334282769473,1,0.55936987070908,1
"2588","chr10",63845528,63845528,-0.0382724224962708,0.0382724224962708,23192,246418,246418,1,1,0.533913408948298,1,0.559796350663785,1
"2917","chr15",36469091,36469091,-0.0382647393045869,0.0382647393045869,62728,340745,340745,1,1,0.534394119940782,1,0.56022283061849,1
"906","chr17",185102,185102,0.0382596195416748,0.0382596195416748,76951,374212,374212,1,8,0.534708601013118,1,0.560499291017601,1
"601","chr12",132670412,132670412,0.0382504824462376,0.0382504824462376,49935,310990,310990,1,10,0.535263879682548,1,0.560987370357609,1
"757","chr15",35046760,35046760,0.0382437065446833,0.0382437065446833,62666,340619,340619,1,10,0.535688591233847,1,0.561365219218655,1
"987","chr17",42908211,42908211,0.0382417496692317,0.0382417496692317,82172,387825,387825,1,6,0.535813263673958,1,0.561478691770528,1
"252","chr10",1416920,1416920,0.0382411230667483,0.0382411230667483,19653,238808,238808,1,9,0.535856000089599,1,0.56151553350815,1
"284","chr10",35658321,35658321,0.0382330076012713,0.0382330076012713,21936,243811,243811,1,1,0.536380331699427,1,0.561975613127566,1
"1693","chr4",79472605,79472605,0.0382133964764994,0.0382133964764994,138142,112489,112489,1,7,0.537611140469882,1,0.563061118084843,1
"685","chr14",24641194,24641194,0.0382092827549124,0.0382092827549124,55972,325438,325438,1,14,0.537866085294223,1,0.563288947390293,1
"1806","chr5",98269394,98269394,0.0382085652880828,0.0382085652880828,147328,132551,132551,1,1,0.537911179581071,1,0.563327557531321,1
"2996","chr16",57026029,57026029,-0.0382020931354289,0.0382020931354289,73137,365008,365008,1,1,0.538297870459145,1,0.563672985663259,1
"2164","chr7",127880932,127880932,0.0381840619791647,0.0381840619791647,173246,200795,200795,1,8,0.539450574745844,1,0.56468097560458,1
"3213","chr2",134949671,134949671,-0.038171779771881,0.038171779771881,107082,63926,63926,1,5,0.540255787763297,1,0.565390694838119,1
"947","chr17",17108846,17108846,0.0381712578240057,0.0381712578240057,79166,380185,380185,1,16,0.540288208492404,1,0.565418989292612,1
"146","chr1",150948030,150948030,0.038159483388757,0.038159483388757,11894,28422,28422,1,15,0.541035358931366,1,0.56606769860865,1
"1738","chr4",184826299,184826299,0.0381584386875838,0.0381584386875838,141963,120537,120537,1,15,0.541101674059084,1,0.566126645388844,1
"1267","chr2",62932961,62932961,0.0381278268417032,0.0381278268417032,102600,54114,54114,1,11,0.543031296908742,1,0.567845238765407,1
"343","chr10",118899175,118899175,0.0381276953515201,0.0381276953515201,27202,255428,255428,1,12,0.54303660211896,1,0.567850249241723,1
"3364","chr3",81042167,81042167,-0.0381236530434485,0.0381236530434485,127598,89286,89286,1,1,0.543303336299339,1,0.568089278435411,1
"1721","chr4",159792176,159792176,0.0381143079727602,0.0381143079727602,141158,118850,118850,1,1,0.543884256818153,1,0.568606241697714,1
"3955","chr9",132695505,132695505,-0.0381125968196375,0.0381125968196375,189528,235020,235020,1,2,0.543990066288602,1,0.568698493408718,1
"888","chr16",87469199,87469199,0.0381037081391999,0.0381037081391999,75840,371231,371231,1,3,0.544570692073515,1,0.569215456671022,1
"514","chr12",6442526,6442526,0.0380998349558394,0.0380998349558394,41167,290315,290315,1,7,0.544816205413024,1,0.569431496620434,1
"1679","chr4",53799391,53799391,0.0380927746120234,0.0380927746120234,137144,110518,110518,1,1,0.54526125360349,1,0.569828208451141,1
"3741","chr6",159070656,159070656,-0.0380905255656091,0.0380905255656091,163053,176360,176360,1,6,0.54541304156249,1,0.569960543972677,1
"2397","chr1",25291041,25291041,-0.0380827042820649,0.0380827042820649,4679,11316,11316,1,17,0.545909668185627,1,0.570399992219025,1
"2499","chr1",207533457,207533457,-0.0380803908051825,0.0380803908051825,16220,38361,38361,1,1,0.546055266732707,1,0.570530264603254,1
"2359","chrX",144901935,144901935,0.0380769447331446,0.0380769447331446,194547,462969,462969,1,4,0.546266885673604,1,0.570718304832074,1
"1275","chr2",74729429,74729429,0.038070789511909,0.038070789511909,103593,56481,56481,1,23,0.546663892238212,1,0.571075522320051,1
"1380","chr2",240302585,240302585,0.038070424862071,0.038070424862071,113103,76588,76588,1,4,0.546685407812983,1,0.571095858959218,1
"1326","chr2",159948615,159948615,0.0380686556810911,0.0380686556810911,107975,65502,65502,1,1,0.546795343558045,1,0.571194300082142,1
"325","chr10",98745012,98745012,0.0380625943114106,0.0380625943114106,25653,251522,251522,1,1,0.547177613427605,1,0.571529707261448,1
"3343","chr3",39371797,39371797,-0.0380595043022243,0.0380595043022243,124593,82693,82693,1,1,0.547374200939553,1,0.571703600263021,1
"1507","chr22",50616420,50616420,0.0380536555948839,0.0380536555948839,122233,453026,453026,1,4,0.547742618315767,1,0.572033407498207,1
"3684","chr6",37628686,37628686,-0.0380536126818678,0.0380536126818678,157216,163917,163917,1,1,0.54774674459038,1,0.572036649571118,1
"1975","chr6",32729563,32729563,0.0380465952048617,0.0380465952048617,156402,159919,159919,1,35,0.54817469821459,1,0.572418919440678,1
"1651","chr4",4049451,4049451,0.0380434639309897,0.0380434639309897,134866,105450,105450,1,3,0.548362148975608,1,0.572585738828627,1
"1767","chr5",6775909,6775909,0.0380355529117425,0.0380355529117425,143577,124901,124901,1,2,0.548873807027694,1,0.573040218503925,1
"2810","chr13",33403686,33403686,-0.0380327908614256,0.0380327908614256,51437,314831,314831,1,1,0.549049173698772,1,0.573193185398529,1
"616","chr13",20968690,20968690,0.0380239965710033,0.0380239965710033,50433,312596,312596,1,4,0.549622725870062,1,0.573695117231883,1
"3880","chr8",72913888,72913888,-0.0380211786239175,0.0380211786239175,181186,218955,218955,1,1,0.549812829236188,1,0.573866062894446,1
"1750","chr5",1097794,1097794,0.0380126735786243,0.0380126735786243,142904,122865,122865,1,3,0.550342171322333,1,0.574333805595287,1
"1166","chr19",45874111,45874111,0.0380087857978564,0.0380087857978564,95743,424153,424153,1,16,0.55058414785503,1,0.574548371875194,1
"2818","chr13",47785755,47785755,-0.0380070854374768,0.0380070854374768,52279,316581,316581,1,1,0.550698504608607,1,0.574650055071029,1
"3298","chr20",57617168,57617168,-0.0380046617247577,0.0380046617247577,116511,439296,439296,1,8,0.550838208477667,1,0.574775022245041,1
"2819","chr13",48890413,48890413,-0.038002842276242,0.038002842276242,52313,316687,316687,1,2,0.550958165175362,1,0.574880242247688,1
"2488","chr1",200409325,200409325,-0.0379982264405416,0.0379982264405416,15273,36292,36292,1,1,0.551254667479739,1,0.575144029089057,1
"90","chr1",63249793,63249793,0.0379897515191885,0.0379897515191885,8493,20533,20533,1,10,0.551774283347151,1,0.575603519240671,1
"2895","chr14",92248966,92248966,-0.0379878944866104,0.0379878944866104,59540,333283,333283,1,1,0.551884219092214,1,0.575700486694091,1
"2772","chr12",92997209,92997209,-0.0379864706281468,0.0379864706281468,46292,302234,302234,1,1,0.551977649738822,1,0.57578537005757,1
"86","chr1",55678649,55678649,0.0379844727825884,0.0379844727825884,8056,19776,19776,1,1,0.55210173271113,1,0.575897074206038,1
"337","chr10",103601188,103601188,0.0379805243816692,0.0379805243816692,26234,253236,253236,1,5,0.552342235574323,1,0.57610692474353,1
"3894","chr8",103524881,103524881,-0.0379700327667395,0.0379700327667395,182540,221767,221767,1,1,0.553006565787112,1,0.576689908399651,1
"1672","chr4",40267141,40267141,0.0379693784994146,0.0379693784994146,136699,109464,109464,1,1,0.553046060129842,1,0.576724097532164,1
"2788","chr12",120635258,120635258,-0.0379681930664708,0.0379681930664708,48349,307029,307029,1,1,0.553132122428926,1,0.576799844144713,1
"556","chr12",76100610,76100610,0.037967865269072,0.037967865269072,45755,301277,301277,1,1,0.553158943213914,1,0.576822833388989,1
"3327","chr3",10491709,10491709,-0.0379676020854966,0.0379676020854966,122938,79338,79338,1,3,0.553177216715774,1,0.576839043753542,1
"1483","chr22",30476452,30476452,0.0379650488723907,0.0379650488723907,120262,448173,448173,1,11,0.553352288652951,1,0.576991126446443,1
"579","chr12",122019076,122019076,0.0379438427791421,0.0379438427791421,48556,307626,307626,1,19,0.554748148407951,1,0.578226356225414,1
"3596","chr5",180429512,180429512,-0.0379437961904339,0.0379437961904339,152802,144846,144846,1,1,0.55475109574696,1,0.578229008830522,1
"1147","chr19",37825679,37825679,0.0379391302443336,0.0379391302443336,94488,420756,420756,1,9,0.555057029536168,1,0.578503995560129,1
"1076","chr18",55289797,55289797,0.0379344210268561,0.0379344210268561,88449,404638,404638,1,11,0.555334963604784,1,0.578749803633538,1
"792","chr15",79447300,79447300,0.0379320748574766,0.0379320748574766,66443,348967,348967,1,1,0.555487046297685,1,0.578880076017768,1
"157","chr1",156405249,156405249,0.0379294999619646,0.0379294999619646,12763,30905,30905,1,9,0.555662707702664,1,0.579033632380174,1
"3774","chr7",28502140,28502140,-0.0379286992337252,0.0379286992337252,167265,187811,187811,1,1,0.555718117676047,1,0.579082263473834,1
"2255","chr8",86976101,86976101,0.0379270005938853,0.0379270005938853,181674,219992,219992,1,1,0.555826285017703,1,0.579180999330659,1
"3063","chr17",59658584,59658584,-0.0379236773867823,0.0379236773867823,83820,392039,392039,1,1,0.556045567040026,1,0.57937228163239,1
"432","chr11",65266482,65266482,0.0379156273314292,0.0379156273314292,34770,275515,275515,1,4,0.556566656576943,1,0.579835603324716,1
"2597","chr10",73081892,73081892,-0.0379100050328084,0.0379100050328084,23736,247632,247632,1,1,0.556943915970186,1,0.580171599971823,1
"3559","chr5",115337401,115337401,-0.0379099746441881,0.0379099746441881,147889,133666,133666,1,1,0.556944800171889,1,0.580172484173526,1
"1094","chr19",863226,863226,0.037904279553962,0.037904279553962,89609,407289,407289,1,4,0.557309680741291,1,0.580501112473109,1
"446","chr11",69462943,69462943,0.037900824637248,0.037900824637248,35657,278213,278213,1,9,0.557539278450148,1,0.580705952534284,1
"3520","chr5",17400323,17400323,-0.0378959861546057,0.0378959861546057,144170,125932,125932,1,1,0.557860833136107,1,0.58099597069284,1
"1993","chr6",42749610,42749610,0.0378850421622704,0.0378850421622704,157742,164985,164985,1,2,0.558591478476615,1,0.581642616871571,1
"3183","chr2",70518230,70518230,-0.0378848997864593,0.0378848997864593,103178,55365,55365,1,1,0.558601499429248,1,0.581650869420798,1
"538","chr12",51318487,51318487,0.0378756194468,0.0378756194468,43815,296355,296355,1,7,0.559203640788932,1,0.582196127137594,1
"3441","chr4",2439397,2439397,-0.0378753757055925,0.0378753757055925,134518,104518,104518,1,5,0.559215724878872,1,0.582207327025831,1
"1720","chr4",154711675,154711675,0.0378744486271447,0.0378744486271447,140969,118416,118416,1,55,0.559277029530274,1,0.582262147531412,1
"2655","chr11",7928236,7928236,-0.0378600980177776,0.0378600980177776,30725,265796,265796,1,1,0.560210157060749,1,0.58309300239825,1
"2675","chr11",47448534,47448534,-0.0378572650433574,0.0378572650433574,33184,271387,271387,1,14,0.560392892079351,1,0.583253042906477,1
"3421","chr3",183993341,183993341,-0.0378560132827872,0.0378560132827872,132533,99581,99581,1,16,0.560471880764811,1,0.583320831703701,1
"2929","chr15",60953215,60953215,-0.0378540933955658,0.0378540933955658,64425,344662,344662,1,1,0.560603626818545,1,0.583441377869198,1
"1628","chr3",195489306,195489306,0.0378526684048253,0.0378526684048253,133488,101525,101525,1,12,0.560697941666856,1,0.583527440168281,1
"3992","chrY",2655977,2655977,-0.037852571240056,0.037852571240056,195113,464477,464477,1,5,0.560707373151687,1,0.583535987451409,1
"1834","chr5",140208201,140208201,0.0378502826619554,0.0378502826619554,149479,137251,137251,1,9,0.560864761054805,1,0.583675101852668,1
"2453","chr1",155883625,155883625,-0.0378421691273419,0.0378421691273419,12628,30547,30547,1,1,0.561407955634295,1,0.584156697046855,1
"387","chr11",2315339,2315339,0.0378391565124415,0.0378391565124415,30005,263763,263763,1,3,0.561602185275035,1,0.584333832121338,1
